,0,1,2,3
1380,Depot - Hometown Heart - SF - SoCal Distro,5/18/2022,May,"$2,107.20"
1381,Depot - Hometown Heart - SF - SoCal Distro,5/25/2022,May,$979.20
1382,Depot - Hometown Heart - SF - SoCal Distro,6/1/2022,Jun,$720.00
1383,Depot - Hometown Heart - SF - SoCal Distro,6/8/2022,Jun,$741.90
1384,Depot - Hometown Heart - SF - SoCal Distro,6/15/2022,Jun,"$1,257.12"
1385,Depot - Hometown Heart - SF - SoCal Distro,6/29/2022,Jun,$240.00
1386,Depot - Hometown Heart - SF - SoCal Distro,7/6/2022,Jul,$785.70
1387,Depot - Hometown Heart - SF - SoCal Distro,7/20/2022,Jul,"$2,073.30"
1388,Depot - Hometown Heart - SF - SoCal Distro,7/27/2022,Jul,"$1,117.32"
1389,Depot - Hometown Heart - SF - SoCal Distro,8/3/2022,Aug,"$1,614.84"
1390,Depot - Hometown Heart - SF - SoCal Distro,8/26/2022,Aug,"$3,308.52"
1391,Depot - Hometown Heart - SF - SoCal Distro,8/31/2022,Aug,$410.28
1392,Depot - Hometown Heart - SF - SoCal Distro,9/7/2022,Sep,$48.00
1393,Depot - Hometown Heart - SF - SoCal Distro,9/21/2022,Sep,$314.28
1394,Depot - Hometown Heart - SF - SoCal Distro,9/30/2022,Sep,"$2,143.02"
1395,Depot - Hometown Heart - SF - SoCal Distro,10/7/2022,Oct,"$3,216.93"
1396,Depot - Hometown Heart - SF - SoCal Distro,10/14/2022,Oct,"$1,353.12"
1397,Depot - Hometown Heart - SF - SoCal Distro,10/21/2022,Oct,$942.84
1398,Depot - Hometown Heart - SF - SoCal Distro,11/11/2022,Nov,$733.32
1399,Depot - Mid City Cannabis Club,7/5/2022,Jul,"$1,383.60"
1400,Depot - Mid City Cannabis Club,7/18/2022,Jul,"$1,038.84"
1401,Depot - Mid City Cannabis Club,7/27/2022,Jul,$405.90
1402,Depot - Mid City Cannabis Club,8/3/2022,Aug,$973.38
1403,Depot - Mid City Cannabis Club,8/10/2022,Aug,"$1,623.78"
1404,Depot - Mid City Cannabis Club,8/17/2022,Aug,$69.84
1405,Depot - Mid City Cannabis Club,8/24/2022,Aug,$144.00
1406,Depot - Mid City Cannabis Club,8/31/2022,Aug,$200.76
1407,Depot - Mid City Cannabis Club,9/7/2022,Sep,$152.76
1408,Depot - Mid City Cannabis Club,9/14/2022,Sep,$157.14
1409,Depot - Mid City Cannabis Club,9/21/2022,Sep,$331.74
1410,Depot - Mid City Cannabis Club,9/28/2022,Sep,$362.28
1411,Depot - Mid City Cannabis Club,10/5/2022,Oct,$205.14
1412,Depot - Mid City Cannabis Club,10/19/2022,Oct,$763.80
1413,Depot - Mid City Cannabis Club,10/26/2022,Oct,$209.52
1414,Depot - Mid City Cannabis Club,11/2/2022,Nov,"$1,086.84"
1415,Depot - OC Delivery,1/14/2022,Jan,$486.00
1416,Depot - OC Delivery,1/21/2022,Jan,"$1,050.00"
1417,Depot - OC Delivery,1/28/2022,Jan,$492.00
1418,Depot - OC Delivery,2/4/2022,Feb,$786.00
1419,Depot - OC Delivery,2/11/2022,Feb,$630.00
1420,Depot - OC Delivery,2/18/2022,Feb,$691.20
1421,Depot - OC Delivery,2/25/2022,Feb,$429.60
1422,Depot - OC Delivery,3/4/2022,Mar,$631.20
1423,Depot - OC Delivery,3/9/2022,Mar,$489.60
1424,Depot - OC Delivery,3/16/2022,Mar,$360.00
1425,Depot - OC Delivery,3/23/2022,Mar,$321.60
1426,Depot - OC Delivery,3/30/2022,Mar,"$1,459.20"
1427,Depot - OC Delivery,4/6/2022,Apr,$451.20
1428,Depot - OC Delivery,4/13/2022,Apr,"$1,785.60"
1429,Depot - OC Delivery,4/15/2022,Apr,($192.40)
1430,Depot - OC Delivery,4/22/2022,Apr,$739.20
1431,Depot - OC Delivery,4/25/2022,Apr,$480.00
1432,Depot - OC Delivery,5/4/2022,May,"$1,219.20"
1433,Depot - OC Delivery,5/11/2022,May,$705.60
1434,Depot - OC Delivery,5/18/2022,May,$388.80
1435,Depot - OC Delivery,5/25/2022,May,$336.00
1436,Depot - OC Delivery,6/1/2022,Jun,$643.20
1437,Depot - OC Delivery,6/8/2022,Jun,"$1,632.42"
1438,Depot - OC Delivery,6/22/2022,Jun,$693.96
1439,Depot - OC Delivery,6/29/2022,Jun,$584.88
1440,Depot - OC Delivery,7/6/2022,Jul,$960.18
1441,Depot - OC Delivery,7/20/2022,Jul,"$1,086.84"
1442,Depot - OC Delivery,7/27/2022,Jul,$816.18
1443,Depot - OC Delivery,8/3/2022,Aug,$580.50
1444,Depot - OC Delivery,8/10/2022,Aug,"$1,095.60"
1445,Depot - OC Delivery,8/17/2022,Aug,$274.98
1446,Depot - OC Delivery,8/24/2022,Aug,$305.52
1447,Depot - OC Delivery,8/31/2022,Aug,$519.42
1448,Depot - OC Delivery,9/7/2022,Sep,$410.28
1449,Depot - OC Delivery,9/14/2022,Sep,$628.56
1450,Depot - OC Delivery,9/21/2022,Sep,$52.38
1451,Depot - OC Delivery,9/28/2022,Sep,$711.48
1452,Depot - OC Delivery,10/5/2022,Oct,$144.00
1453,Depot - OC Delivery,10/12/2022,Oct,$611.10
1454,Depot - OC Delivery,10/19/2022,Oct,$829.32
1455,Depot - OC Delivery,10/26/2022,Oct,$257.52
1456,Depot - OC Delivery,11/2/2022,Nov,$541.02
1457,Depot - OC Delivery,11/9/2022,Nov,$838.08
1458,Depot - OC Retail,3/30/2022,Mar,"$1,350.00"
1459,Depot - OC Retail,5/20/2022,May,$30.40
1460,Depot - OC Retail,6/17/2022,Jun,"$1,466.58"
1461,Depot - OC Retail,8/5/2022,Aug,$318.60
1462,Depot - OC Retail,8/26/2022,Aug,$309.90
1463,Depot - OC Retail,9/2/2022,Sep,$274.98
1464,Depot - OC Retail,9/30/2022,Sep,$274.98
1465,Depot - OC Retail,10/28/2022,Oct,$148.38
1466,Depot - OC Retail,11/4/2022,Nov,$87.12
1467,Depot - OC Retail,11/18/2022,Nov,$0.00
1468,Depot - Silver Lake (Eaze),6/6/2022,Jun,"$1,501.50"
1469,Depot - Silver Lake (Eaze),6/13/2022,Jun,$685.26
1470,Depot - Silver Lake (Eaze),6/28/2022,Jun,$659.04
1471,Depot - Silver Lake (Eaze),7/5/2022,Jul,"$1,353.12"
1472,Depot - Silver Lake (Eaze),7/12/2022,Jul,"$1,422.84"
1473,Depot - Silver Lake (Eaze),7/19/2022,Jul,"$1,143.60"
1474,Depot - Silver Lake (Eaze),7/21/2022,Jul,"$1,117.32"
1475,Depot - Silver Lake (Eaze),7/29/2022,Jul,"$1,344.36"
1476,Depot - Silver Lake (Eaze),8/2/2022,Aug,"$1,056.18"
1477,Depot - Silver Lake (Eaze),8/9/2022,Aug,"$1,147.98"
1478,Depot - Silver Lake (Eaze),8/16/2022,Aug,"$1,121.70"
1479,Depot - Silver Lake (Eaze),8/23/2022,Aug,$611.04
1480,Depot - Silver Lake (Eaze),8/30/2022,Aug,"$1,427.28"
1481,Depot - Silver Lake (Eaze),9/6/2022,Sep,$720.18
1482,Depot - Silver Lake (Eaze),9/13/2022,Sep,$890.46
1483,Depot - Silver Lake (Eaze),9/20/2022,Sep,$859.86
1484,Depot - Silver Lake (Eaze),9/27/2022,Sep,"$1,484.04"
1485,Depot - Silver Lake (Eaze),10/4/2022,Oct,$667.80
1486,Depot - Silver Lake (Eaze),10/11/2022,Oct,$305.52
1487,Depot - Silver Lake (Eaze),10/18/2022,Oct,"$1,091.22"
1488,Depot - Silver Lake (Eaze),10/25/2022,Oct,$449.52
1489,Depot - Silver Lake (Eaze),11/1/2022,Nov,"$1,230.84"
1490,Depot - Silver Lake (Eaze),11/8/2022,Nov,$458.28
1491,Depot - The Green Goddess Inc.,1/5/2022,Jan,$835.20
1492,Depot - The Green Goddess Inc.,1/14/2022,Jan,$144.00
1493,Depot - The Green Goddess Inc.,1/19/2022,Jan,$638.40
1494,Depot - The Green Goddess Inc.,1/26/2022,Jan,"$1,705.60"
1495,Depot - The Green Goddess Inc.,2/2/2022,Feb,$388.80
1496,Depot - The Green Goddess Inc.,2/9/2022,Feb,$702.40
1497,Depot - The Green Goddess Inc.,2/16/2022,Feb,$745.60
1498,Depot - The Green Goddess Inc.,2/23/2022,Feb,"$1,516.80"
1499,Depot - The Green Goddess Inc.,3/2/2022,Mar,$510.40
1500,Depot - The Green Goddess Inc.,3/9/2022,Mar,"$1,473.60"
1501,Depot - The Green Goddess Inc.,3/16/2022,Mar,$451.20
1502,Depot - The Green Goddess Inc.,3/23/2022,Mar,$782.40
1503,Depot - The Green Goddess Inc.,3/30/2022,Mar,"$1,473.60"
1504,Depot - The Green Goddess Inc.,4/6/2022,Apr,"$1,348.80"
1505,Depot - The Green Goddess Inc.,4/13/2022,Apr,"$1,555.20"
1506,Depot - The Green Goddess Inc.,4/19/2022,Apr,"$1,224.00"
1507,Depot - The Green Goddess Inc.,4/27/2022,Apr,$868.80
1508,Depot - The Green Goddess Inc.,5/4/2022,May,$672.00
1509,Depot - The Green Goddess Inc.,5/18/2022,May,"$1,238.40"
1510,Depot - The Green Goddess Inc.,5/25/2022,May,$710.40
1511,Depot - The Green Goddess Inc.,6/1/2022,Jun,$144.00
1512,Depot - The Green Goddess Inc.,6/8/2022,Jun,"$1,169.82"
1513,Depot - The Green Goddess Inc.,6/15/2022,Jun,$104.76
1514,Depot - The Green Goddess Inc.,6/22/2022,Jun,$619.80
1515,Depot - The Green Goddess Inc.,6/29/2022,Jun,$261.90
1516,Depot - The Green Goddess Inc.,7/6/2022,Jul,"$1,174.08"
1517,Depot - The Green Goddess Inc.,7/13/2022,Jul,$488.88
1518,Depot - The Green Goddess Inc.,7/20/2022,Jul,$209.52
1519,Depot - The Green Goddess Inc.,7/27/2022,Jul,"$1,139.22"
1520,Depot - The Green Goddess Inc.,8/3/2022,Aug,$772.50
1521,Depot - The Green Goddess Inc.,8/10/2022,Aug,"$1,519.02"
1522,Depot - The Green Goddess Inc.,8/17/2022,Aug,$471.42
1523,Depot - The Green Goddess Inc.,8/24/2022,Aug,$528.12
1524,Depot - The Green Goddess Inc.,8/31/2022,Aug,$200.76
1525,Depot - The Green Goddess Inc.,9/7/2022,Sep,$628.56
1526,Depot - The Green Goddess Inc.,9/14/2022,Sep,$261.90
1527,Depot - The Green Goddess Inc.,9/21/2022,Sep,$244.44
1528,Depot - The Green Goddess Inc.,9/28/2022,Sep,$921.00
1529,Depot - The Green Goddess Inc.,10/12/2022,Oct,$491.04
1530,Depot - The Green Goddess Inc.,10/19/2022,Oct,$855.54
1531,Depot - The Green Goddess Inc.,10/26/2022,Oct,$200.76
1532,Depot - The Green Goddess Inc.,11/2/2022,Nov,$872.97
1533,Depot - The Green Goddess Inc.,11/9/2022,Nov,$724.56
1534,Depot - The Natural Way of LA - Telos,1/5/2022,Jan,$625.60
1535,Depot - The Natural Way of LA - Telos,1/12/2022,Jan,$952.00
1536,Depot - The Natural Way of LA - Telos,1/19/2022,Jan,$364.80
1537,Depot - The Natural Way of LA - Telos,1/26/2022,Jan,"$1,737.60"
1538,Depot - The Natural Way of LA - Telos,2/2/2022,Feb,$502.40
1539,Depot - The Natural Way of LA - Telos,2/9/2022,Feb,$577.60
1540,Depot - The Natural Way of LA - Telos,2/16/2022,Feb,"$1,470.40"
1541,Depot - The Natural Way of LA - Telos,2/23/2022,Feb,$320.00
1542,Depot - The Natural Way of LA - Telos,3/2/2022,Mar,$985.60
1543,Depot - The Natural Way of LA - Telos,3/9/2022,Mar,$468.80
1544,Depot - The Natural Way of LA - Telos,3/16/2022,Mar,$803.20
1545,Depot - The Natural Way of LA - Telos,3/23/2022,Mar,$595.20
1546,Depot - The Natural Way of LA - Telos,3/30/2022,Mar,"$1,721.60"
1547,Depot - The Natural Way of LA - Telos,4/6/2022,Apr,"$1,851.20"
1548,Depot - The Natural Way of LA - Telos,4/13/2022,Apr,"$3,115.20"
1549,Depot - The Natural Way of LA - Telos,4/19/2022,Apr,$480.00
1550,Depot - The Natural Way of LA - Telos,5/4/2022,May,"$1,064.00"
1551,Depot - The Natural Way of LA - Telos,5/11/2022,May,$798.40
1552,Depot - The Natural Way of LA - Telos,5/18/2022,May,$264.00
1553,Depot - The Natural Way of LA - Telos,5/24/2022,May,$433.60
1554,Depot - The Natural Way of LA - Telos,6/1/2022,Jun,$433.60
1555,Depot - The Natural Way of LA - Telos,6/8/2022,Jun,"$1,126.08"
1556,Depot - The Natural Way of LA - Telos,6/15/2022,Jun,$314.28
1557,Depot - The Natural Way of LA - Telos,6/22/2022,Jun,$597.96
1558,Depot - The Natural Way of LA - Telos,6/29/2022,Jun,$296.76
1559,Depot - The Natural Way of LA - Telos,7/6/2022,Jul,$270.60
1560,"Depot - Uprooted, Inc.",1/6/2022,Jan,$504.00
1561,"Depot - Uprooted, Inc.",2/24/2022,Feb,$259.20
1562,"Depot - Uprooted, Inc.",3/18/2022,Mar,$259.20
1563,"Depot - Uprooted, Inc.",3/25/2022,Mar,$288.00
1564,"Depot - Uprooted, Inc.",4/15/2022,Apr,$388.80
1565,"Depot - Uprooted, Inc.",5/6/2022,May,$627.20
1566,"Depot - Uprooted, Inc.",6/10/2022,Jun,$659.10
1567,"Depot - Uprooted, Inc.",7/1/2022,Jul,$82.92
1568,"Depot - Uprooted, Inc.",7/8/2022,Jul,$689.64
1569,"Depot - Westside Caregivers Club, Inc.",1/6/2022,Jan,$460.80
1570,"Depot - Westside Caregivers Club, Inc.",1/13/2022,Jan,$452.80
1571,"Depot - Westside Caregivers Club, Inc.",1/20/2022,Jan,$368.00
1572,"Depot - Westside Caregivers Club, Inc.",1/27/2022,Jan,$713.60
1573,"Depot - Westside Caregivers Club, Inc.",2/3/2022,Feb,$296.00
1574,"Depot - Westside Caregivers Club, Inc.",2/10/2022,Feb,$612.80
1575,"Depot - Westside Caregivers Club, Inc.",2/17/2022,Feb,"$1,041.60"
1576,"Depot - Westside Caregivers Club, Inc.",2/24/2022,Feb,$222.40
1577,"Depot - Westside Caregivers Club, Inc.",3/3/2022,Mar,$782.40
1578,"Depot - Westside Caregivers Club, Inc.",3/10/2022,Mar,$572.80
1579,"Depot - Westside Caregivers Club, Inc.",3/17/2022,Mar,$320.00
1580,"Depot - Westside Caregivers Club, Inc.",3/21/2022,Mar,$608.00
1581,"Depot - Westside Caregivers Club, Inc.",3/31/2022,Mar,$779.20
1582,"Depot - Westside Caregivers Club, Inc.",4/7/2022,Apr,$718.40
1583,"Depot - Westside Caregivers Club, Inc.",4/14/2022,Apr,$430.40
1584,"Depot - Westside Caregivers Club, Inc.",4/21/2022,Apr,"$1,041.60"
1585,"Depot - Westside Caregivers Club, Inc.",4/28/2022,Apr,"$1,164.80"
1586,"Depot - Westside Caregivers Club, Inc.",5/5/2022,May,$641.60
1587,"Depot - Westside Caregivers Club, Inc.",5/12/2022,May,$478.40
1588,"Depot - Westside Caregivers Club, Inc.",5/19/2022,May,$584.00
1589,"Depot - Westside Caregivers Club, Inc.",5/26/2022,May,$177.60
1590,"Depot - Westside Caregivers Club, Inc.",6/2/2022,Jun,"$1,257.06"
1591,"Depot - Westside Caregivers Club, Inc.",6/9/2022,Jun,$288.06
1592,"Depot - Westside Caregivers Club, Inc.",6/16/2022,Jun,$253.14
1593,"Depot - Westside Caregivers Club, Inc.",6/23/2022,Jun,$615.42
1594,"Depot - Westside Caregivers Club, Inc.",6/30/2022,Jun,$628.50
1595,"Depot - Westside Caregivers Club, Inc.",7/7/2022,Jul,$724.56
1596,"Depot - Westside Caregivers Club, Inc.",7/19/2022,Jul,$370.98
1597,"Depot - Westside Caregivers Club, Inc.",7/21/2022,Jul,$232.06
1598,"Depot - Westside Caregivers Club, Inc.",7/28/2022,Jul,$593.64
1599,"Depot - Westside Caregivers Club, Inc.",8/4/2022,Aug,$741.96
1600,"Depot - Westside Caregivers Club, Inc.",8/11/2022,Aug,$781.32
1601,"Depot - Westside Caregivers Club, Inc.",8/18/2022,Aug,$331.74
1602,"Depot - Westside Caregivers Club, Inc.",8/25/2022,Aug,$440.82
1603,"Depot - Westside Caregivers Club, Inc.",9/1/2022,Sep,$737.64
1604,"Depot - Westside Caregivers Club, Inc.",9/8/2022,Sep,$964.62
1605,"Depot - Westside Caregivers Club, Inc.",9/15/2022,Sep,$741.96
1606,"Depot - Westside Caregivers Club, Inc.",9/22/2022,Sep,$157.14
1607,"Depot - Westside Caregivers Club, Inc.",9/29/2022,Sep,$349.14
1608,"Depot - Westside Caregivers Club, Inc.",10/6/2022,Oct,$104.76
1609,"Depot - Westside Caregivers Club, Inc.",10/13/2022,Oct,$309.90
1610,"Depot - Westside Caregivers Club, Inc.",10/20/2022,Oct,$100.38
1611,"Depot - Westside Caregivers Club, Inc.",10/27/2022,Oct,$152.76
1612,"Depot - Westside Caregivers Club, Inc.",11/3/2022,Nov,$968.82
1613,"Depot - Westside Caregivers Club, Inc.",11/10/2022,Nov,$515.04
1614,Desert Kush,2/4/2022,Feb,$288.00
1615,Desert Kush,3/4/2022,Mar,$216.00
1616,Desert Kush,4/8/2022,Apr,$108.00
1617,Desert Kush,4/22/2022,Apr,$732.00
1618,Desert Kush,6/10/2022,Jun,$144.00
1619,Dixon Wellness Collective,4/27/2022,Apr,$288.23
1620,Dixon Wellness Collective,5/4/2022,May,$0.12
1621,Dixon Wellness Collective,5/11/2022,May,$144.00
1622,Dixon Wellness Collective,5/25/2022,May,$380.00
1623,Dixon Wellness Collective,6/15/2022,Jun,$144.00
1624,Dixon Wellness Collective,6/22/2022,Jun,$384.16
1625,Dixon Wellness Collective,7/13/2022,Jul,$144.00
1626,Dixon Wellness Collective,7/20/2022,Jul,$144.00
1627,Dixon Wellness Collective,8/3/2022,Aug,$96.56
1628,Dixon Wellness Collective,8/17/2022,Aug,$192.00
1629,Dixon Wellness Collective,8/24/2022,Aug,$48.00
1630,Dixon Wellness Collective,9/14/2022,Sep,$0.20
1631,Dixon Wellness Collective,9/23/2022,Sep,$144.00
1632,Dixon Wellness Collective,10/12/2022,Oct,$0.02
1633,Dixon Wellness Collective,11/2/2022,Nov,$300.03
1634,Dixon Wellness Collective,11/9/2022,Nov,$48.00
1635,Doctor's Orders,1/4/2022,Jan,$108.12
1636,Doctor's Orders,1/10/2022,Jan,$72.00
1637,Doctor's Orders,1/20/2022,Jan,$36.00
1638,Doctor's Orders,2/21/2022,Feb,$72.00
1639,Doctor's Orders,2/28/2022,Feb,$72.00
1640,Doctor's Orders,3/21/2022,Mar,$36.00
1641,Doctor's Orders,4/4/2022,Apr,$36.00
1642,Doctor's Orders,7/5/2022,Jul,$144.00
1643,Doctor's Orders,7/11/2022,Jul,$48.00
1644,Doctor's Orders,7/18/2022,Jul,$144.00
1645,Doctor's Orders,7/25/2022,Jul,$48.00
1646,Doctor's Orders,9/12/2022,Sep,$144.00
1647,Doctor's Orders,9/26/2022,Sep,$108.24
1648,Doctor's Orders,10/10/2022,Oct,$156.00
1649,Doctor's Orders,10/24/2022,Oct,$0.36
1650,Doctor's Orders,10/31/2022,Oct,$144.00
1651,Doctor's Orders,11/7/2022,Nov,$112.65
1652,Doobie Nights,1/6/2022,Jan,$336.00
1653,Doobie Nights,1/13/2022,Jan,$0.74
1654,Doobie Nights,2/3/2022,Feb,$216.00
1655,Doobie Nights,2/14/2022,Feb,$0.88
1656,Doobie Nights,2/22/2022,Feb,($23.81)
1657,Doobie Nights,2/28/2022,Feb,$180.00
1658,Doobie Nights,3/14/2022,Mar,$96.00
1659,Doobie Nights,3/28/2022,Mar,$36.00
1660,Doobie Nights,4/11/2022,Apr,$264.00
1661,Doobie Nights,4/20/2022,Apr,($73.97)
1662,Doobie Nights,4/25/2022,Apr,$582.00
1663,Doobie Nights,5/4/2022,May,($20.32)
1664,Doobie Nights,5/9/2022,May,$96.00
1665,Doobie Nights,5/23/2022,May,$408.00
1666,Doobie Nights,6/6/2022,Jun,$288.00
1667,Doobie Nights,6/23/2022,Jun,$96.00
1668,Doobie Nights,7/14/2022,Jul,$480.00
1669,Doobie Nights,7/25/2022,Jul,$216.00
1670,Doobie Nights,8/3/2022,Aug,($37.14)
1671,Doobie Nights,8/15/2022,Aug,$456.00
1672,Doobie Nights,8/29/2022,Aug,$480.00
1673,Doobie Nights,8/31/2022,Aug,($40.00)
1674,Doobie Nights,9/19/2022,Sep,$816.00
1675,Doobie Nights,9/29/2022,Sep,$216.00
1676,Doobie Nights,10/17/2022,Oct,$576.00
1677,Doobie Nights,10/24/2022,Oct,$0.33
1678,Doobie Nights,10/31/2022,Oct,$96.00
1679,Down Under Industries,1/10/2022,Jan,$288.00
1680,Down Under Industries,2/17/2022,Feb,$432.00
1681,Down Under Industries,3/24/2022,Mar,$720.75
1682,Down Under Industries,5/16/2022,May,$576.00
1683,Down Under Industries,6/30/2022,Jun,$192.00
1684,Down Under Industries,7/18/2022,Jul,$576.18
1685,Down Under Industries,9/12/2022,Sep,$432.00
1686,Down Under Industries,11/14/2022,Nov,$288.03
1687,Dragonfly Wellness Center,9/13/2022,Sep,$0.03
1688,Dragonfly Wellness Center,9/27/2022,Sep,$0.01
1689,Dub Hub,3/11/2022,Mar,$0.04
1690,Dutchman's Flat,1/5/2022,Jan,$72.00
1691,Dutchman's Flat,2/2/2022,Feb,$216.00
1692,Dutchman's Flat,2/16/2022,Feb,$180.00
1693,Dutchman's Flat,3/9/2022,Mar,$216.00
1694,Dutchman's Flat,3/23/2022,Mar,$108.00
1695,Dutchman's Flat,4/6/2022,Apr,$216.00
1696,Dutchman's Flat,4/13/2022,Apr,$108.25
1697,Dutchman's Flat,5/25/2022,May,$72.00
1698,Dutchman's Flat,6/22/2022,Jun,$240.00
1699,Dutchman's Flat,8/10/2022,Aug,$0.16
1700,Eagle Eye LLC,5/20/2022,May,$0.04
1701,Eagle Eye LLC,6/10/2022,Jun,"$1,716.00"
1702,Eagle Eye LLC,6/15/2022,Jun,($48.00)
1703,Eagle Eye LLC,7/29/2022,Jul,$0.34
1704,Eagle Eye LLC,8/26/2022,Aug,$384.00
1705,Eagle Eye LLC,10/21/2022,Oct,$648.00
1706,Eagle Eye LLC,11/4/2022,Nov,$0.02
1707,Earth's Natural Remedy,5/25/2022,May,$0.04
1708,Earth's Natural Remedy,6/15/2022,Jun,$72.00
1709,Earth's Natural Remedy,7/20/2022,Jul,$144.00
1710,Earth's Natural Remedy,11/9/2022,Nov,$0.02
1711,East Bay Therapeutics,1/10/2022,Jan,$732.00
1712,East Bay Therapeutics,2/14/2022,Feb,$108.00
1713,East Bay Therapeutics,2/21/2022,Feb,($36.00)
1714,East Bay Therapeutics,3/14/2022,Mar,"$1,172.00"
1715,East Bay Therapeutics,4/25/2022,Apr,$432.00
1716,East Bay Therapeutics,5/12/2022,May,$990.00
1717,East Bay Therapeutics,5/16/2022,May,$0.06
1718,East Bay Therapeutics,6/27/2022,Jun,"$2,016.00"
1719,East Bay Therapeutics,8/8/2022,Aug,$144.00
1720,East Bay Therapeutics,9/7/2022,Sep,$384.00
1721,East Bay Therapeutics,9/26/2022,Sep,$336.00
1722,East Bay Therapeutics,10/17/2022,Oct,$504.00
1723,East Bay Therapeutics,10/31/2022,Oct,$361.50
1724,East Bay Therapeutics,11/7/2022,Nov,$429.00
1725,Element 7 - Cathedral City,11/2/2022,Nov,$55.14
1726,Element 7 - Firebaugh,11/1/2022,Nov,$55.29
1727,Element 7 - Marina,11/1/2022,Nov,$55.29
1728,Element 7 - Mendota,11/1/2022,Nov,$55.29
1729,Element 7 - Rio Dell,11/1/2022,Nov,$55.29
1730,Element 7 - Ventura,11/1/2022,Nov,$55.14
1731,Element 7 - Willits,11/9/2022,Nov,$55.29
1732,Elemental Wellness Center,1/5/2022,Jan,"$1,323.00"
1733,Elemental Wellness Center,1/12/2022,Jan,$0.24
1734,Elemental Wellness Center,1/26/2022,Jan,"$1,584.00"
1735,Elemental Wellness Center,2/9/2022,Feb,"$2,466.60"
1736,Elemental Wellness Center,3/9/2022,Mar,"$1,674.00"
1737,Elemental Wellness Center,3/17/2022,Mar,($838.00)
1738,Elemental Wellness Center,3/30/2022,Mar,$948.60
1739,Elemental Wellness Center,4/13/2022,Apr,$831.00
1740,Elemental Wellness Center,4/27/2022,Apr,"$1,167.08"
1741,Elemental Wellness Center,5/11/2022,May,"$1,164.00"
1742,Elemental Wellness Center,5/18/2022,May,$0.80
1743,Elemental Wellness Center,5/25/2022,May,$567.00
1744,Elemental Wellness Center,6/3/2022,Jun,"$1,538.50"
1745,Elemental Wellness Center,6/8/2022,Jun,$90.00
1746,Elemental Wellness Center,6/15/2022,Jun,"($1,353.00)"
1747,Elemental Wellness Center,6/22/2022,Jun,"$1,374.00"
1748,Elemental Wellness Center,6/23/2022,Jun,"($1,353.00)"
1749,Elemental Wellness Center,6/28/2022,Jun,"$1,353.00"
1750,Elemental Wellness Center,6/30/2022,Jun,($338.00)
1751,Elemental Wellness Center,7/6/2022,Jul,"$1,710.00"
1752,Elemental Wellness Center,7/20/2022,Jul,"$1,359.18"
1753,Elemental Wellness Center,8/3/2022,Aug,$654.30
1754,Elemental Wellness Center,8/10/2022,Aug,$1.50
1755,Elemental Wellness Center,8/17/2022,Aug,$555.13
1756,Elemental Wellness Center,8/31/2022,Aug,"$1,695.00"
1757,Elemental Wellness Center,9/8/2022,Sep,($553.00)
1758,Elemental Wellness Center,9/14/2022,Sep,"$1,293.22"
1759,Elemental Wellness Center,9/21/2022,Sep,$0.55
1760,Elemental Wellness Center,9/23/2022,Sep,$553.00
1761,Elemental Wellness Center,9/26/2022,Sep,($338.00)
1762,Elemental Wellness Center,9/28/2022,Sep,"$1,017.00"
1763,Elemental Wellness Center,10/5/2022,Oct,$0.03
1764,Elemental Wellness Center,10/12/2022,Oct,$696.00
1765,Elemental Wellness Center,10/19/2022,Oct,($553.00)
1766,Elemental Wellness Center,10/26/2022,Oct,"$1,359.48"
1767,Elemental Wellness Center,11/2/2022,Nov,($601.00)
1768,Elemental Wellness Center,11/9/2022,Nov,$0.20
1769,Elevate - Los Angeles,2/15/2022,Feb,$108.03
1770,Elevate - Los Angeles,4/4/2022,Apr,$576.00
1771,Elevate - Los Angeles,10/18/2022,Oct,$792.29
1772,Elevate - Shasta Wellness,2/18/2022,Feb,$144.00
1773,Elevate - Shasta Wellness,4/15/2022,Apr,$108.00
1774,Elevate - Shasta Wellness,5/27/2022,May,$192.00
1775,Elevate - Shasta Wellness,8/19/2022,Aug,$336.00
1776,Elevate - Shasta Wellness,9/30/2022,Sep,$0.02
1777,Elevate - Woodland Hills,4/4/2022,Apr,$576.00
1778,Elevate - Woodland Hills,9/30/2022,Sep,$360.00
1779,"ELEVATION 2477, LLC",1/7/2022,Jan,$72.00
1780,"ELEVATION 2477, LLC",2/4/2022,Feb,$288.16
1781,"ELEVATION 2477, LLC",2/25/2022,Feb,$432.00
1782,"ELEVATION 2477, LLC",3/11/2022,Mar,$360.00
1783,"ELEVATION 2477, LLC",3/25/2022,Mar,$288.00
1784,"ELEVATION 2477, LLC",4/15/2022,Apr,$432.00
1785,"ELEVATION 2477, LLC",4/29/2022,Apr,$432.00
1786,"ELEVATION 2477, LLC",5/20/2022,May,$432.00
1787,"ELEVATION 2477, LLC",6/3/2022,Jun,$384.00
1788,"ELEVATION 2477, LLC",6/10/2022,Jun,$0.12
1789,"ELEVATION 2477, LLC",6/17/2022,Jun,$384.25
1790,"ELEVATION 2477, LLC",6/24/2022,Jun,"$1,152.24"
1791,"ELEVATION 2477, LLC",7/29/2022,Jul,$576.00
1792,"ELEVATION 2477, LLC",8/5/2022,Aug,$576.00
1793,"ELEVATION 2477, LLC",8/11/2022,Aug,($12.00)
1794,"ELEVATION 2477, LLC",8/26/2022,Aug,$288.18
1795,"ELEVATION 2477, LLC",9/2/2022,Sep,$288.00
