,0,1,2,3
3434,MMD Marina del Rey,10/18/2022,Oct,$297.60
3435,MMD Marina del Rey,10/25/2022,Oct,$648.20
3436,MMD Marina del Rey,11/3/2022,Nov,($31.20)
3437,MMD Marina del Rey,11/8/2022,Nov,$168.00
3438,MMD NoHo,1/11/2022,Jan,$134.40
3439,MMD NoHo,2/1/2022,Feb,$302.40
3440,MMD NoHo,2/22/2022,Feb,$336.26
3441,MMD NoHo,4/5/2022,Apr,$302.40
3442,MMD NoHo,4/12/2022,Apr,$201.70
3443,MMD NoHo,4/18/2022,Apr,$0.50
3444,MMD NoHo,5/10/2022,May,$235.20
3445,MMD NoHo,5/17/2022,May,$67.20
3446,MMD NoHo,5/31/2022,May,$100.80
3447,MMD NoHo,6/7/2022,Jun,$134.40
3448,MMD NoHo,6/21/2022,Jun,$292.80
3449,MMD NoHo,6/24/2022,Jun,$0.28
3450,MMD NoHo,7/5/2022,Jul,$163.20
3451,MMD NoHo,7/19/2022,Jul,$247.64
3452,MMD NoHo,8/16/2022,Aug,$297.86
3453,MMD NoHo,9/6/2022,Sep,$446.40
3454,MMD NoHo,9/20/2022,Sep,$408.00
3455,MMD NoHo,9/27/2022,Sep,$108.03
3456,MMD NoHo,10/4/2022,Oct,$504.43
3457,MMD NoHo,10/18/2022,Oct,$100.80
3458,MMD NoHo,10/25/2022,Oct,$297.80
3459,MMD NoHo,11/1/2022,Nov,$223.20
3460,MMD NoHo,11/3/2022,Nov,($33.60)
3461,MMD of Long Beach,4/12/2022,Apr,$302.76
3462,MMD of Long Beach,4/18/2022,Apr,$0.50
3463,MMD of Long Beach,6/23/2022,Jun,$0.28
3464,MMD of Long Beach,7/19/2022,Jul,($8.00)
3465,MMD of Long Beach,8/16/2022,Aug,$0.92
3466,MMD of Long Beach,9/29/2022,Sep,$108.03
3467,MMD of Long Beach,10/4/2022,Oct,$0.30
3468,MMD of Long Beach,10/11/2022,Oct,$33.60
3469,MMD of Long Beach,10/25/2022,Oct,$0.14
3470,MMD of Long Beach,11/3/2022,Nov,($9.68)
3471,MOCA Humboldt,5/24/2022,May,$0.02
3472,Moe Greens,2/22/2022,Feb,$379.19
3473,Moe Greens,3/17/2022,Mar,$216.36
3474,Moe Greens,6/21/2022,Jun,"$2,628.24"
3475,Moe Greens,10/18/2022,Oct,$108.25
3476,Moe Greens,11/8/2022,Nov,$0.02
3477,Moonflower Delivery,2/14/2022,Feb,$324.00
3478,Moonflower Delivery,3/28/2022,Mar,$432.00
3479,Moonflower Delivery,4/4/2022,Apr,$192.00
3480,Moonflower Delivery,5/9/2022,May,$576.00
3481,Moonflower Delivery,5/12/2022,May,($243.00)
3482,Moonflower Delivery,6/30/2022,Jun,$432.00
3483,Moonflower Delivery,8/16/2022,Aug,$432.00
3484,Moonflower Delivery,9/1/2022,Sep,$0.20
3485,Moonflower Delivery,10/4/2022,Oct,$216.00
3486,MOTA,1/11/2022,Jan,$384.00
3487,MOTA,1/18/2022,Jan,$456.00
3488,MOTA,2/8/2022,Feb,$336.10
3489,MOTA,2/15/2022,Feb,$360.00
3490,MOTA,2/22/2022,Feb,$108.00
3491,MOTA,3/15/2022,Mar,$354.00
3492,MOTA,3/29/2022,Mar,$300.00
3493,MOTA,4/20/2022,Apr,$612.12
3494,MOTA,5/17/2022,May,$636.12
3495,MOTA,6/7/2022,Jun,$168.31
3496,MOTA,6/21/2022,Jun,$415.20
3497,MOTA,7/19/2022,Jul,$240.08
3498,MOTA,8/2/2022,Aug,$192.00
3499,MOTA,8/16/2022,Aug,$165.50
3500,MOTA,8/23/2022,Aug,$360.00
3501,MOTA,8/30/2022,Aug,$480.00
3502,MOTA,9/13/2022,Sep,$144.00
3503,MOTA,9/20/2022,Sep,$120.00
3504,MOTA,10/4/2022,Oct,$96.00
3505,MOTA,10/11/2022,Oct,$300.00
3506,MOTA,10/25/2022,Oct,$48.56
3507,MOTA,11/8/2022,Nov,$276.03
3508,Mount Shasta Patients Collective,5/27/2022,May,$0.04
3509,Mount Shasta Patients Collective,9/30/2022,Sep,$0.02
3510,Mountain Remedy,1/12/2022,Jan,$108.00
3511,Mountain Remedy,1/19/2022,Jan,$180.00
3512,Mountain Remedy,1/26/2022,Jan,$144.00
3513,Mountain Remedy,2/2/2022,Feb,$72.00
3514,Mountain Remedy,2/9/2022,Feb,$72.00
3515,Mountain Remedy,2/23/2022,Feb,$180.00
3516,Mountain Remedy,3/4/2022,Mar,$108.00
3517,Mountain Remedy,3/14/2022,Mar,$0.00
3518,Mountain Remedy,3/16/2022,Mar,$36.00
3519,Mountain Remedy,3/23/2022,Mar,$180.00
3520,Mountain Remedy,4/6/2022,Apr,$144.00
3521,Mountain Remedy,4/13/2022,Apr,$180.00
3522,Mountain Remedy,5/25/2022,May,$72.00
3523,Mountain Remedy,6/1/2022,Jun,$96.00
3524,Mountain Remedy,6/8/2022,Jun,$48.00
3525,Mountain Remedy,6/15/2022,Jun,$144.00
3526,Mountain Remedy,6/22/2022,Jun,$48.00
3527,Mountain Remedy,7/13/2022,Jul,$48.00
3528,Mountain Remedy,7/20/2022,Jul,$144.00
3529,Mountain Remedy,8/24/2022,Aug,$48.00
3530,Mountain Remedy,8/31/2022,Aug,$288.00
3531,Mountain Remedy,9/7/2022,Sep,$48.00
3532,Mountain Remedy,9/14/2022,Sep,$96.00
3533,Mountain Remedy,10/26/2022,Oct,$144.00
3534,Mr Nice Guy - Santa Ana,2/18/2022,Feb,"$1,248.00"
3535,Mr Nice Guy - Santa Ana,3/30/2022,Mar,$0.18
3536,Mr Nice Guy - Santa Ana,5/11/2022,May,$0.18
3537,Mr Nice Guy - Santa Ana,6/17/2022,Jun,"$1,152.00"
3538,Mr Nice Guy - The Marketplace SA,6/15/2022,Jun,"$1,296.00"
3539,Napa Cannabis Collective,2/4/2022,Feb,$72.00
3540,Napa Cannabis Collective,3/11/2022,Mar,$118.00
3541,Napa Cannabis Collective,5/20/2022,May,$72.00
3542,Napa Cannabis Collective,7/1/2022,Jul,$96.00
3543,Napa Cannabis Collective,7/15/2022,Jul,$264.00
3544,Napa Cannabis Collective,7/29/2022,Jul,$144.00
3545,Napa Cannabis Collective,8/12/2022,Aug,$48.00
3546,Napa Cannabis Collective,8/26/2022,Aug,$432.00
3547,Napa Cannabis Collective,9/23/2022,Sep,$144.00
3548,Napa Cannabis Collective,10/7/2022,Oct,$0.02
3549,Napa Cannabis Collective,10/21/2022,Oct,$96.00
3550,Natural Aid Cannabis Dispensary,9/16/2022,Sep,$0.01
3551,Natural Aid Cannabis Dispensary,10/28/2022,Oct,$0.02
3552,Natural Cannabis Company Distribution,1/27/2022,Jan,"$1,128.00"
3553,Natural Cannabis Company Distribution,2/10/2022,Feb,"$1,056.00"
3554,Natural Cannabis Company Distribution,3/10/2022,Mar,"$1,628.50"
3555,Natural Cannabis Company Distribution,5/5/2022,May,"$1,020.00"
3556,Natural Cannabis Company Distribution,6/2/2022,Jun,"$1,512.00"
3557,Natural Cannabis Company Distribution,6/6/2022,Jun,($119.00)
3558,Natural Cannabis Company Distribution,7/21/2022,Jul,"$1,488.34"
3559,Natural Cannabis Company Distribution,8/25/2022,Aug,"$1,296.00"
3560,Natural Cannabis Company Distribution,9/15/2022,Sep,$768.00
3561,Natures Story,7/1/2022,Jul,$240.24
3562,Natures Story,7/18/2022,Jul,$0.20
3563,Natures Story,10/17/2022,Oct,$192.00
3564,Nela Rd,6/8/2022,Jun,$0.03
3565,Nela Rd,8/10/2022,Aug,$96.00
3566,Nela Rd,8/26/2022,Aug,$96.00
3567,Nela Rd,9/21/2022,Sep,$96.00
3568,Nela Rd,10/12/2022,Oct,$96.00
3569,Nela Rd,10/26/2022,Oct,$96.00
3570,Nela Rd,11/4/2022,Nov,$48.00
3571,Nexus Delivers,7/28/2022,Jul,$0.01
3572,Nice Guys Delivery,1/5/2022,Jan,"($1,267.75)"
3573,Nice Guys Delivery,1/13/2022,Jan,$648.00
3574,Nice Guys Delivery,1/24/2022,Jan,"$3,210.00"
3575,Nice Guys Delivery,1/31/2022,Jan,$834.00
3576,Nice Guys Delivery,2/14/2022,Feb,$300.00
3577,Nice Guys Delivery,2/21/2022,Feb,"$1,532.00"
3578,Nice Guys Delivery,3/7/2022,Mar,"$3,516.00"
3579,Nice Guys Delivery,3/17/2022,Mar,"$2,442.00"
3580,Nice Guys Delivery,3/21/2022,Mar,"$1,962.00"
3581,Nice Guys Delivery,3/28/2022,Mar,"$1,146.00"
3582,Nice Guys Delivery,4/18/2022,Apr,$252.00
3583,Nice Guys Delivery,5/16/2022,May,"$1,038.00"
3584,Nice Guys Delivery,5/17/2022,May,($100.63)
3585,Nice Guys Delivery,6/2/2022,Jun,"$2,184.00"
3586,Nice Guys Delivery,6/13/2022,Jun,$240.00
3587,Nice Guys Delivery,6/27/2022,Jun,$288.00
3588,Nice Guys Delivery,7/7/2022,Jul,"$2,568.00"
3589,Nice Guys Delivery,7/21/2022,Jul,$516.00
3590,Nice Guys Delivery,7/25/2022,Jul,$144.00
3591,Nice Guys Delivery,8/1/2022,Aug,$288.00
3592,Nice Guys Delivery,8/11/2022,Aug,"$1,538.00"
3593,Nice Guys Delivery,8/22/2022,Aug,$552.00
3594,Nice Guys Delivery,8/25/2022,Aug,$240.00
3595,Nice Guys Delivery,8/29/2022,Aug,$816.00
3596,Nice Guys Delivery,9/7/2022,Sep,($216.00)
3597,Nice Guys Delivery,9/8/2022,Sep,"$2,160.00"
3598,Nice Guys Delivery,9/19/2022,Sep,$504.00
3599,Nice Guys Delivery,9/22/2022,Sep,$360.00
3600,Nice Guys Delivery,9/29/2022,Sep,"$1,032.00"
3601,Nice Guys Delivery,10/6/2022,Oct,$432.00
3602,Nice Guys Delivery,10/13/2022,Oct,$144.00
3603,Nice Guys Delivery,10/20/2022,Oct,$144.00
3604,Nice Guys Delivery,10/24/2022,Oct,$0.03
3605,Nice Guys Delivery,10/31/2022,Oct,$864.00
3606,Nice Guys Delivery,11/11/2022,Nov,$912.00
3607,North Beach Pipeline,1/20/2022,Jan,$72.00
3608,North Beach Pipeline,2/4/2022,Feb,$108.00
3609,North Beach Pipeline,2/18/2022,Feb,$880.00
3610,North Beach Pipeline,3/31/2022,Mar,$576.00
3611,North Beach Pipeline,4/7/2022,Apr,$120.18
3612,North Beach Pipeline,6/2/2022,Jun,$360.00
3613,North Beach Pipeline,6/23/2022,Jun,"$2,004.80"
3614,North Beach Pipeline,9/28/2022,Sep,$336.00
3615,North Beach Pipeline,10/25/2022,Oct,$96.00
3616,NUG - El Cerrito,10/13/2022,Oct,$1.12
3617,NUG - Sacramento,10/13/2022,Oct,$1.16
3618,NUG - San Leandro,10/3/2022,Oct,$0.08
3619,NUG - San Leandro,10/10/2022,Oct,$1.36
3620,NUG - San Leandro,11/7/2022,Nov,"$1,614.64"
3621,Nugg Club,2/2/2022,Feb,"$1,440.00"
3622,Nugg Club,2/17/2022,Feb,$4.40
3623,Nugg Club,4/27/2022,Apr,$849.22
3624,Nugg Club,6/2/2022,Jun,"$2,244.00"
3625,Nugg Club,7/6/2022,Jul,"$1,044.24"
3626,Nugg Club,7/27/2022,Jul,$828.35
3627,Nugg Club,9/7/2022,Sep,"$1,092.00"
3628,Nugg Club,9/14/2022,Sep,$0.36
3629,Nugg Club,10/6/2022,Oct,$0.04
3630,Nugg Club,10/26/2022,Oct,"$1,044.00"
3631,OAKANNA,4/15/2022,Apr,$192.00
3632,OAKANNA,5/6/2022,May,$288.00
3633,OAKANNA,6/9/2022,Jun,$432.00
3634,OAKANNA,6/16/2022,Jun,$0.36
3635,OAKANNA,8/11/2022,Aug,$432.09
3636,OAKANNA,9/22/2022,Sep,$480.46
3637,OAKANNA,10/20/2022,Oct,$588.25
3638,OAKANNA,11/3/2022,Nov,$592.99
3639,OC3,1/7/2022,Jan,"$1,515.00"
3640,OC3,1/21/2022,Jan,$672.00
3641,OC3,3/11/2022,Mar,$106.31
3642,OC3,3/16/2022,Mar,$168.00
3643,OC3,3/30/2022,Mar,$120.00
3644,OC3,4/6/2022,Apr,$72.00
3645,OC3,4/13/2022,Apr,$240.50
3646,OC3,5/11/2022,May,$312.30
3647,OC3,5/18/2022,May,$72.00
3648,OC3,6/1/2022,Jun,$144.00
3649,OC3,6/15/2022,Jun,$96.00
3650,OC3,6/29/2022,Jun,$336.00
3651,OC3,7/13/2022,Jul,$72.00
3652,OC3,7/20/2022,Jul,$144.00
3653,OC3,7/27/2022,Jul,$240.04
3654,OC3,8/24/2022,Aug,$0.24
3655,OC3,8/31/2022,Aug,$144.00
3656,OC3,9/9/2022,Sep,$0.45
3657,OC3,9/16/2022,Sep,$288.00
3658,OC3,10/12/2022,Oct,$312.02
3659,OC3,11/2/2022,Nov,$108.00
3660,OC3,11/9/2022,Nov,$184.50
3661,Off the Charts - Van Nuys,6/21/2022,Jun,$144.00
3662,Off the Charts - Van Nuys,8/16/2022,Aug,$144.00
3663,Off the Charts - Van Nuys,9/15/2022,Sep,$744.00
3664,Off the Charts - Van Nuys,10/25/2022,Oct,$480.00
3665,Off the Charts - Vista,1/20/2022,Jan,$288.00
3666,Off the Charts - Vista,2/3/2022,Feb,$144.00
3667,Off the Charts - Vista,2/24/2022,Feb,$236.00
3668,Off the Charts - Vista,3/24/2022,Mar,($456.00)
3669,Off the Charts - Vista,4/28/2022,Apr,$380.00
3670,Off the Charts - Vista,6/2/2022,Jun,$240.00
3671,Off the Charts - Vista,7/14/2022,Jul,$144.00
3672,Off the Charts - Vista,8/11/2022,Aug,$240.00
3673,Off the Charts - Vista,9/22/2022,Sep,$192.00
3674,Off the Charts - Vista,10/6/2022,Oct,$432.01
3675,Off the Charts - Vista,10/20/2022,Oct,$288.00
3676,Off the Charts - Vista,11/3/2022,Nov,$220.50
3677,OG Arabian Nights LLC,3/16/2022,Mar,$240.00
3678,Ohana Gardens,3/11/2022,Mar,"$1,056.00"
3679,Ohana Gardens,4/15/2022,Apr,"$1,296.00"
3680,Ohana Gardens,6/17/2022,Jun,"$1,728.00"
3681,Ohana Gardens,8/26/2022,Aug,"$1,440.00"
3682,Ohana Gardens,10/21/2022,Oct,"$1,248.00"
3683,Ojai Greens,4/18/2022,Apr,$382.00
3684,Ojai Greens,6/27/2022,Jun,$528.00
3685,Ojai Greens,8/23/2022,Aug,$360.00
3686,Ojai Greens,10/17/2022,Oct,"$1,308.20"
3687,ONA.life,1/6/2022,Jan,$180.00
3688,ONA.life,1/10/2022,Jan,$180.00
3689,ONA.life,1/20/2022,Jan,$360.00
3690,ONA.life,1/24/2022,Jan,$780.20
3691,ONA.life,1/31/2022,Jan,$750.00
3692,ONA.life,2/7/2022,Feb,$288.00
3693,ONA.life,2/11/2022,Feb,"$1,008.00"
3694,ONA.life,2/21/2022,Feb,"$1,092.12"
3695,ONA.life,3/2/2022,Mar,($290.40)
3696,ONA.life,3/7/2022,Mar,$692.00
3697,ONA.life,3/14/2022,Mar,"$1,754.22"
3698,ONA.life,3/21/2022,Mar,$788.00
3699,ONA.life,3/28/2022,Mar,$630.00
3700,ONA.life,4/4/2022,Apr,$870.00
3701,ONA.life,4/14/2022,Apr,"$1,710.72"
3702,ONA.life,4/25/2022,Apr,$640.00
3703,ONA.life,5/2/2022,May,$180.00
3704,ONA.life,5/9/2022,May,$429.00
3705,ONA.life,5/16/2022,May,$396.00
3706,ONA.life,5/23/2022,May,"$1,605.00"
3707,ONA.life,6/6/2022,Jun,"$1,872.00"
3708,ONA.life,6/13/2022,Jun,$216.00
3709,ONA.life,6/27/2022,Jun,"$1,656.00"
3710,ONA.life,7/7/2022,Jul,$816.00
3711,ONA.life,7/15/2022,Jul,($240.00)
3712,ONA.life,7/18/2022,Jul,"$1,320.26"
3713,ONA.life,8/1/2022,Aug,$288.00
3714,ONA.life,8/8/2022,Aug,"$1,080.60"
3715,ONA.life,8/22/2022,Aug,$456.00
3716,ONA.life,8/29/2022,Aug,"$1,872.84"
3717,ONA.life,9/8/2022,Sep,$744.00
3718,ONA.life,9/12/2022,Sep,$648.00
3719,ONA.life,9/19/2022,Sep,$336.00
3720,ONA.life,9/29/2022,Sep,$240.00
3721,ONA.life,10/3/2022,Oct,$312.00
3722,ONA.life,10/10/2022,Oct,$312.00
3723,ONA.life,10/17/2022,Oct,"$1,104.00"
3724,ONA.life,10/31/2022,Oct,$792.00
3725,ONA.life,11/7/2022,Nov,$504.00
3726,Organic Green Treatment Center (LACC),1/26/2022,Jan,$36.00
3727,Organic Green Treatment Center (LACC),3/2/2022,Mar,$72.00
3728,Organic Green Treatment Center (LACC),4/14/2022,Apr,$36.00
3729,Palm Royale Collective,1/21/2022,Jan,$162.00
3730,Peoples OC,1/21/2022,Jan,"$1,756.00"
3731,Peoples OC,1/28/2022,Jan,$774.00
3732,Peoples OC,2/4/2022,Feb,"$1,170.00"
3733,Peoples OC,2/11/2022,Feb,"$1,350.00"
3734,Peoples OC,2/18/2022,Feb,"$1,404.00"
3735,Peoples OC,2/25/2022,Feb,"$1,656.00"
3736,Peoples OC,3/4/2022,Mar,$702.00
3737,Peoples OC,3/11/2022,Mar,$810.00
3738,Peoples OC,3/18/2022,Mar,"$1,189.80"
3739,Peoples OC,3/25/2022,Mar,"$1,278.00"
3740,Peoples OC,3/30/2022,Mar,"$1,746.00"
3741,Peoples OC,4/8/2022,Apr,"$1,442.10"
3742,Peoples OC,4/15/2022,Apr,"$1,008.00"
3743,Peoples OC,4/22/2022,Apr,$504.00
3744,Peoples OC,4/29/2022,Apr,$60.00
3745,Peoples OC,5/6/2022,May,$840.00
3746,Peoples OC,5/13/2022,May,"$1,308.00"
3747,Peoples OC,5/20/2022,May,"$1,488.00"
3748,Peoples OC,6/3/2022,Jun,$600.00
3749,Peoples OC,6/10/2022,Jun,"$3,120.06"
3750,Peoples OC,6/17/2022,Jun,"$1,824.00"
3751,Peoples OC,6/24/2022,Jun,"$1,008.00"
3752,Peoples OC,6/29/2022,Jun,"$2,448.00"
3753,Peoples OC,7/8/2022,Jul,"$1,848.00"
3754,Peoples OC,7/15/2022,Jul,$96.00
3755,Peoples OC,7/22/2022,Jul,$576.00
3756,Peoples OC,7/29/2022,Jul,"$1,440.00"
3757,Peoples OC,8/5/2022,Aug,"$1,656.00"
3758,Peoples OC,8/12/2022,Aug,"$1,776.00"
3759,Peoples OC,8/19/2022,Aug,"$1,320.00"
3760,Peoples OC,8/26/2022,Aug,$648.00
3761,Peoples OC,8/31/2022,Aug,"$2,185.98"
3762,Peoples OC,9/9/2022,Sep,$840.00
3763,Peoples OC,9/19/2022,Sep,"$1,344.00"
3764,Peoples OC,9/23/2022,Sep,"$3,144.85"
3765,Peoples OC,9/30/2022,Sep,$720.00
3766,Peoples OC,10/7/2022,Oct,$768.00
3767,Peoples OC,10/14/2022,Oct,"$2,160.00"
3768,Peoples OC,11/2/2022,Nov,$384.14
3769,Perfect Union - Northside,4/19/2022,Apr,$0.06
3770,Perfect Union - Northside,5/17/2022,May,$0.14
3771,Phenotopia,9/1/2022,Sep,$434.71
3772,Pineapple Express,3/3/2022,Mar,$0.03
3773,Pineapple Express,11/9/2022,Nov,$0.07
3774,Planet 13 Orange County,1/12/2022,Jan,$948.00
3775,Planet 13 Orange County,1/26/2022,Jan,$594.25
3776,Planet 13 Orange County,3/2/2022,Mar,"$1,697.52"
3777,Planet 13 Orange County,4/8/2022,Apr,$546.00
3778,Planet 13 Orange County,5/4/2022,May,"$1,310.00"
3779,Planet 13 Orange County,5/18/2022,May,$300.00
3780,Planet 13 Orange County,6/1/2022,Jun,"$1,320.00"
3781,Planet 13 Orange County,6/10/2022,Jun,"$1,008.00"
3782,Planet 13 Orange County,6/22/2022,Jun,($759.00)
3783,Planet 13 Orange County,6/29/2022,Jun,"$1,224.00"
3784,Planet 13 Orange County,7/13/2022,Jul,$528.00
3785,Planet 13 Orange County,8/12/2022,Aug,"$1,440.00"
3786,Planet 13 Orange County,8/31/2022,Aug,$240.00
3787,Planet 13 Orange County,9/16/2022,Sep,"$1,008.00"
3788,Planet 13 Orange County,9/23/2022,Sep,$216.00
3789,Planet 13 Orange County,10/21/2022,Oct,$768.00
3790,Planet 13 Orange County,11/4/2022,Nov,$880.50
3791,Plant Galaxy,1/4/2022,Jan,$1.20
3792,Plant Galaxy,5/17/2022,May,$0.18
3793,Plant Galaxy,11/8/2022,Nov,$0.05
3794,Plantshop (Wellmar LLC),11/9/2022,Nov,$108.00
3795,Primetiming,3/21/2022,Mar,$0.06
3796,Primetiming,10/7/2022,Oct,$0.01
3797,Project Cannabis SF,5/18/2022,May,"$1,566.42"
3798,Proper Wellness Inc - Rio Dell,9/15/2022,Sep,($162.50)
3799,Proper Wellness Inc. - Eureka,9/15/2022,Sep,($192.50)
3800,Pure Aloha,1/5/2022,Jan,$546.00
3801,Pure Aloha,9/7/2022,Sep,$0.08
3802,Pure Aloha,9/21/2022,Sep,$840.38
3803,Purple Lotus Patient Center,1/5/2022,Jan,($69.00)
3804,Purple Lotus Patient Center,1/26/2022,Jan,"$1,110.03"
3805,Purple Lotus Patient Center,2/16/2022,Feb,$900.00
3806,Purple Lotus Patient Center,2/22/2022,Feb,($172.05)
3807,Purple Lotus Patient Center,2/23/2022,Feb,$240.60
3808,Purple Lotus Patient Center,3/2/2022,Mar,"$1,338.00"
3809,Purple Lotus Patient Center,4/13/2022,Apr,$751.50
3810,Purple Lotus Patient Center,4/27/2022,Apr,$774.00
3811,Purple Lotus Patient Center,5/2/2022,May,($312.00)
3812,Purple Lotus Patient Center,5/18/2022,May,$744.00
3813,Purple Lotus Patient Center,6/15/2022,Jun,$816.00
3814,Purple Lotus Patient Center,6/29/2022,Jun,$588.00
3815,Purple Lotus Patient Center,7/20/2022,Jul,$780.00
3816,Purple Lotus Patient Center,8/10/2022,Aug,$780.00
3817,Purple Lotus Patient Center,9/14/2022,Sep,$696.00
3818,Purple Lotus Patient Center,9/21/2022,Sep,$312.00
3819,Purple Lotus Patient Center,9/28/2022,Sep,$0.24
3820,Purple Lotus Patient Center,10/5/2022,Oct,$984.00
3821,Purple Lotus Patient Center,10/26/2022,Oct,"$1,296.70"
3822,Purple Lotus Patient Center,11/2/2022,Nov,$856.50
3823,R2H Dispensary,2/3/2022,Feb,$108.00
3824,Rare Earth,10/11/2022,Oct,$0.01
3825,REEFER MADNESS,1/12/2022,Jan,$144.00
3826,REEFER MADNESS,1/19/2022,Jan,$72.00
3827,REEFER MADNESS,2/9/2022,Feb,$36.00
3828,REEFER MADNESS,3/11/2022,Mar,$288.00
3829,REEFER MADNESS,5/4/2022,May,$576.00
3830,REEFER MADNESS,7/13/2022,Jul,$192.00
3831,REEFER MADNESS,10/26/2022,Oct,$432.00
3832,REEFER MADNESS,11/9/2022,Nov,$0.60
3833,Reese Dreams LLC,5/24/2022,May,$91.20
3834,Reese Dreams LLC,7/19/2022,Jul,$108.80
3835,Reese Dreams LLC,8/16/2022,Aug,$48.00
3836,Reese Dreams LLC,9/22/2022,Sep,$30.40
3837,Remedy Room,11/1/2022,Nov,$0.02
3838,"Revo Group , LLC",9/16/2022,Sep,$0.01
3839,Roll Up Inc.,5/6/2022,May,$0.02
3840,Root'd in the 510,4/8/2022,Apr,$480.00
3841,Root'd in the 510,6/17/2022,Jun,"$1,296.00"
3842,Root'd in the 510,8/12/2022,Aug,"$1,296.00"
3843,Root'd in the 510,10/14/2022,Oct,$876.54
3844,Root'd in the 510,10/21/2022,Oct,$360.00
3845,Root'd in the 510,10/28/2022,Oct,$108.00
3846,Root'd in the 510,11/4/2022,Nov,$0.02
3847,Rooted Cannabis Group - Oakland,2/22/2022,Feb,$36.00
3848,Rose Mary Jane,2/18/2022,Feb,"$1,200.00"
3849,Rose Mary Jane,6/24/2022,Jun,$288.00
3850,Rose Mary Jane,7/8/2022,Jul,$480.26
3851,Rose Mary Jane,7/29/2022,Jul,$720.00
3852,Rose Mary Jane,9/23/2022,Sep,$816.30
3853,Rose Mary Jane,10/21/2022,Oct,$288.00
3854,Rose Mary Jane,11/4/2022,Nov,$360.21
3855,Royal Highness,1/7/2022,Jan,$144.00
3856,Royal Highness,3/18/2022,Mar,$180.00
3857,Royal Highness,4/1/2022,Apr,$180.00
3858,Royal Highness,4/15/2022,Apr,$240.00
3859,Royal Highness,6/3/2022,Jun,$216.00
3860,Royal Highness,9/16/2022,Sep,$360.00
3861,Sacred Roots,10/10/2022,Oct,$0.02
3862,Sacred Roots,11/7/2022,Nov,$0.02
3863,Safeport,1/18/2022,Jan,$444.00
3864,Safeport,2/14/2022,Feb,$744.00
3865,Safeport,2/17/2022,Feb,($46.00)
3866,Safeport,3/7/2022,Mar,$348.00
3867,Safeport,3/28/2022,Mar,$60.00
3868,Safeport,4/18/2022,Apr,$409.74
3869,Safeport,4/25/2022,Apr,$241.20
3870,Safeport,5/2/2022,May,$240.00
3871,Safeport,5/17/2022,May,$420.00
3872,Safeport,6/21/2022,Jun,$720.00
3873,Safeport,7/5/2022,Jul,$432.00
3874,Safeport,7/25/2022,Jul,$144.00
3875,Safeport,8/15/2022,Aug,$432.00
3876,Safeport,8/22/2022,Aug,$144.00
3877,Safeport,9/6/2022,Sep,$432.00
3878,Safeport,10/3/2022,Oct,$288.00
3879,Safeport,10/10/2022,Oct,$360.00
3880,Safeport,10/19/2022,Oct,($12.00)
3881,Safeport,11/7/2022,Nov,$580.50
3882,Sage and Fire,10/10/2022,Oct,$0.07
3883,Santa Cruz Naturals,2/23/2022,Feb,$0.52
3884,Santa Cruz Naturals Royal Oaks,2/23/2022,Feb,$0.46
3885,Satori Wellness,1/25/2022,Jan,$108.02
3886,Satori Wellness,2/8/2022,Feb,$486.00
3887,Satori Wellness,4/19/2022,Apr,$360.21
3888,Satori Wellness,9/7/2022,Sep,$432.00
3889,Satori Wellness,11/14/2022,Nov,$0.02
3890,Sava,1/21/2022,Jan,"$1,620.00"
3891,Sava,2/2/2022,Feb,($862.40)
3892,Sava,2/9/2022,Feb,"$1,557.60"
3893,Sava,2/25/2022,Feb,$0.24
3894,Sava,3/4/2022,Mar,$3.00
3895,Sava,4/20/2022,Apr,$140.80
3896,Sava,4/27/2022,Apr,$680.00
3897,Sava,4/29/2022,Apr,"$1,033.60"
3898,Sava,5/4/2022,May,"$2,191.20"
3899,Sava,5/18/2022,May,$888.00
3900,Sava,5/20/2022,May,$809.60
3901,Sava,5/25/2022,May,"$1,128.00"
3902,Sava,6/3/2022,Jun,"($4,872.00)"
3903,Sava,6/8/2022,Jun,"$1,296.00"
3904,Sava,6/15/2022,Jun,"$1,296.00"
3905,Sava,6/22/2022,Jun,$792.00
3906,Sava,7/13/2022,Jul,"$1,886.40"
3907,Sava,7/20/2022,Jul,$864.00
3908,Sava,7/27/2022,Jul,"$2,181.60"
3909,Sava,8/3/2022,Aug,"$2,678.90"
3910,Sava,8/11/2022,Aug,"$3,235.20"
3911,Sava,8/17/2022,Aug,$158.40
3912,Sava,8/24/2022,Aug,$264.00
3913,Sava,8/31/2022,Aug,"$1,992.00"
3914,Sava,9/7/2022,Sep,$316.80
3915,Sava,9/14/2022,Sep,$264.00
3916,Sava,9/26/2022,Sep,"$1,075.20"
3917,Sava,10/5/2022,Oct,"$1,363.20"
3918,Sava,10/12/2022,Oct,"$2,224.80"
3919,Sava,10/21/2022,Oct,$216.00
3920,Sava,10/26/2022,Oct,"$1,752.00"
3921,Sava,11/2/2022,Nov,"$1,296.08"
3922,"Seaweed Holistics, LLC",3/28/2022,Mar,$0.05
3923,"Seaweed Holistics, LLC",6/21/2022,Jun,$72.00
3924,SeaweedSF,1/7/2022,Jan,$0.18
3925,SeaweedSF,2/16/2022,Feb,$108.00
3926,SeaweedSF,4/1/2022,Apr,$108.00
3927,SeaweedSF,4/15/2022,Apr,$144.22
