Door,Account,Invoice #,Order Date,Status,Day,Week,Month,Quarter,Year,Deal?,SKU,Implied,Discount,Order,# Units,Gross Sales,Net Sales,$ Credit,Net Sales,$ Free,$ Discount,$ Promo
The Dispensary Henderson,The Dispensary,18732,3/30/21,Delivered,4/2/21,13,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,($90.00),$270.00,-- ,-- ,-- 
Apothecarium,Apothecarium,18806,3/30/21,Delivered,4/6/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,120,"$1,080.00","$1,080.00",-- ,"$1,080.00",-- ,-- ,-- 
Apothecarium,Apothecarium,18806,3/30/21,Delivered,4/6/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,120,"$1,080.00","$1,080.00",-- ,"$1,080.00",-- ,-- ,-- 
Apothecarium,Apothecarium,18806,3/30/21,Delivered,4/6/21,14,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
Apothecarium,Apothecarium,18806,3/30/21,Delivered,4/6/21,14,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,50,$350.00,$350.00,-- ,$350.00,-- ,-- ,-- 
The Source Henderson,The Source,18808,3/31/21,Delivered,4/6/21,14,4,2,2021,Free,Lemon Lavender 8oz 6pk,$0.01,,$0.01,25,$225.00,$0.25,-- ,$0.25,($225),-- ,-- 
The Source Henderson,The Source,18808,3/31/21,Delivered,4/6/21,14,4,2,2021,Free,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,25,$225.00,$0.25,-- ,$0.25,($225),-- ,-- 
The Source Rainbow,The Source,18809,3/31/21,Delivered,4/6/21,14,4,2,2021,Free,Lemon Lavender 8oz 6pk,$0.01,,$0.01,25,$225.00,$0.25,-- ,$0.25,($225),-- ,-- 
The Source Rainbow,The Source,18809,3/31/21,Delivered,4/6/21,14,4,2,2021,Free,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,25,$225.00,$0.25,-- ,$0.25,($225),-- ,-- 
Thrive Reno,Thrive,18617,3/10/21,Delivered,4/9/21,14,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,100,$300.00,$300.00,-- ,$300.00,-- ,-- ,-- 
Essence Strip,GTI,18623,3/11/21,Delivered,4/9/21,14,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,50,$150.00,$150.00,-- ,$150.00,-- ,-- ,-- 
Essence Strip,GTI,18623,3/18/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Essence Strip,GTI,18623,3/18/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Rise Carson City,GTI,18625,3/11/21,Delivered,4/9/21,14,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,200,$600.00,$600.00,-- ,$600.00,-- ,-- ,-- 
Rise Carson City,GTI,18625,3/11/21,Delivered,4/9/21,14,4,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,30,-- ,$0.30,-- ,$0.30,-- ,-- ,($90)
Rise Carson City,GTI,18625,3/18/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Rise Carson City,GTI,18625,3/18/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,90,$810.00,$810.00,-- ,$810.00,-- ,-- ,-- 
Rise Carson City,GTI,18625,3/18/21,Delivered,4/9/21,14,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Rise Carson City,GTI,18625,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Rise Carson City,GTI,18625,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Rise Carson City,GTI,18625,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Rise Spanish Springs,GTI,18626,3/11/21,Delivered,4/9/21,14,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,130,$390.00,$390.00,-- ,$390.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,18626,3/11/21,Delivered,4/9/21,14,4,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,10,-- ,$0.10,-- ,$0.10,-- ,-- ,($30)
Rise Spanish Springs,GTI,18626,3/18/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,18626,3/18/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Essence Henderson,GTI,18810,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,600,-- ,$6.00,-- ,$6.00,-- ,-- ,($894)
Essence Henderson,GTI,18810,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,600,-- ,$6.00,-- ,$6.00,-- ,-- ,($894)
Essence Henderson,GTI,18810,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,600,-- ,$6.00,-- ,$6.00,-- ,-- ,($894)
Essence Tropicana,GTI,18811,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Essence Tropicana,GTI,18811,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Essence Tropicana,GTI,18811,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Essence Durango,GTI,18812,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Essence Durango,GTI,18812,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,($447)
Essence Durango,GTI,18812,3/30/21,Delivered,4/9/21,14,4,2,2021,Promo,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,300,-- ,$3.00,-- ,$3.00,-- ,-- ,"($2,697)"
Mynt North,Mynt,18841,4/4/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,35,$315.00,$315.00,-- ,$315.00,-- ,-- ,-- 
Mynt North,Mynt,18841,4/4/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,18842,4/4/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,18842,4/4/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,18842,4/4/21,Delivered,4/9/21,14,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,18843,4/4/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,18843,4/4/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,18843,4/4/21,Delivered,4/9/21,14,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,18844,4/4/21,Delivered,4/9/21,14,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,35,$315.00,$315.00,-- ,$315.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,18844,4/4/21,Delivered,4/9/21,14,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,18844,4/4/21,Delivered,4/9/21,14,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
NuWu,Nuwu,18854,4/5/21,Delivered,4/12/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$8.00,$8.00,60,$540.00,$480.00,-- ,$480.00,-- ,($60),-- 
NuWu,Nuwu,18854,4/5/21,Delivered,4/12/21,15,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$8.00,$8.00,60,$540.00,$480.00,-- ,$480.00,-- ,($60),-- 
NuWu,Nuwu,18854,4/5/21,Delivered,4/12/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$8.00,$8.00,60,$540.00,$480.00,-- ,$480.00,-- ,($60),-- 
NuWu,Nuwu,18854,4/5/21,Delivered,4/12/21,15,4,2,2021,Free,Lemon Lavender 8oz 6pk,$0.01,,$0.01,8,$72.00,$0.08,-- ,$0.08,($72),-- ,-- 
NuWu,Nuwu,18854,4/5/21,Delivered,4/12/21,15,4,2,2021,Free,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,($36),-- ,-- 
Essence Henderson,GTI,18855,4/5/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
Essence Henderson,GTI,18855,4/5/21,Delivered,4/14/21,15,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,70,$630.00,$630.00,-- ,$630.00,-- ,-- ,-- 
Essence Henderson,GTI,18855,4/5/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
Essence Henderson,GTI,18855,4/5/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,35,$245.00,$245.00,-- ,$245.00,-- ,-- ,-- 
Essence Tropicana,GTI,18857,4/5/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Essence Tropicana,GTI,18857,4/5/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
Essence Tropicana,GTI,18857,4/5/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,10,$70.00,$70.00,-- ,$70.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,45,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,40,$280.00,$280.00,-- ,$280.00,-- ,-- ,-- 
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,100,-- ,$1.00,-- ,$1.00,-- ,-- ,($149)
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,150,-- ,$1.50,-- ,$1.50,-- ,-- ,($224)
Essence Rainbow,GTI,18858,4/5/21,Delivered,4/14/21,15,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,50,-- ,$0.50,-- ,$0.50,-- ,-- ,($75)
Rise Spanish Springs,GTI,18863,4/5/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,18863,4/5/21,Delivered,4/14/21,15,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,18863,4/5/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,85,$765.00,$765.00,-- ,$765.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,18863,4/5/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,10,$70.00,$70.00,-- ,$70.00,-- ,-- ,-- 
The Source Henderson,The Source,18865,3/31/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
The Source Henderson,The Source,18865,3/31/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Source Henderson,The Source,18865,3/31/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,20,$140.00,$140.00,-- ,$140.00,-- ,-- ,-- 
The Source Henderson,The Source,18865,3/31/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,48,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
The Source Rainbow,The Source,18866,3/31/21,Delivered,4/14/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
The Source Rainbow,The Source,18866,3/31/21,Delivered,4/14/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
The Source Rainbow,The Source,18866,3/31/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,30,$210.00,$210.00,-- ,$210.00,-- ,-- ,-- 
The Source Rainbow,The Source,18866,3/31/21,Delivered,4/14/21,15,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,72,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Apothecarium,Apothecarium,18807,3/30/21,Delivered,4/16/21,15,4,2,2021,Free,Lemon Lavender 8oz 6pk,$0.01,,$0.01,80,$720.00,$0.80,-- ,$0.80,($719),-- ,-- 
Apothecarium,Apothecarium,18807,3/30/21,Delivered,4/16/21,15,4,2,2021,Free,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,20,$180.00,$0.20,-- ,$0.20,($180),-- ,-- 
Rise Carson City,GTI,18864,4/5/21,Delivered,4/16/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
Rise Carson City,GTI,18864,4/5/21,Delivered,4/16/21,15,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
Rise Carson City,GTI,18864,4/5/21,Delivered,4/16/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
Rise Carson City,GTI,18864,4/5/21,Delivered,4/16/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,60,$420.00,$420.00,-- ,$420.00,-- ,-- ,-- 
Jardin,Jardin,18904,4/5/21,Delivered,4/16/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,150,"$1,350.00","$1,350.00",($360.00),$990.00,-- ,-- ,-- 
Jardin,Jardin,18904,4/9/21,Delivered,4/16/21,15,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Jardin,Jardin,18904,4/9/21,Delivered,4/16/21,15,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,30,-- ,$0.30,-- ,$0.30,-- ,-- ,($45)
Jardin,Jardin,18904,4/9/21,Delivered,4/16/21,15,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,30,-- ,$0.30,-- ,$0.30,-- ,-- ,($45)
Jardin,Jardin,18904,4/9/21,Delivered,4/16/21,15,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,40,-- ,$0.40,-- ,$0.40,-- ,-- ,($60)
Jardin,Jardin,18904,4/9/21,Delivered,4/16/21,15,4,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,72,-- ,$0.72,-- ,$0.72,-- ,-- ,($215)
Thrive Southern Highlands,Thrive,18906,4/12/21,Delivered,4/16/21,15,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,18906,4/12/21,Delivered,4/16/21,15,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,30,$210.00,$210.00,-- ,$210.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18938,4/12/21,Delivered,4/20/21,16,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18938,4/12/21,Delivered,4/20/21,16,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18938,4/12/21,Delivered,4/20/21,16,4,2,2021,Free,Ginger Lemongrass 12oz Single,$0.01,,$0.01,24,$72.00,$0.24,-- ,$0.24,($72),-- ,-- 
Pisos,Pisos,18971,4/14/21,Delivered,4/20/21,16,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,36,$324.00,$324.00,-- ,$324.00,-- ,-- ,-- 
Pisos,Pisos,18971,4/14/21,Delivered,4/20/21,16,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,36,$324.00,$324.00,-- ,$324.00,-- ,-- ,-- 
Pisos,Pisos,18971,4/14/21,Delivered,4/20/21,16,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Pisos,Pisos,18971,4/14/21,Delivered,4/20/21,16,4,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,24,-- ,$0.24,-- ,$0.24,-- ,-- ,($72)
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18995,4/12/21,Delivered,4/20/21,16,4,2,2021,Free,Lemon Lavender 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,($36),-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18995,4/12/21,Delivered,4/20/21,16,4,2,2021,Free,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,($36),-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18995,4/12/21,Delivered,4/20/21,16,4,2,2021,Free,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,($36),-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,18995,4/12/21,Delivered,4/20/21,16,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,18972,4/12/21,Delivered,4/21/21,16,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,($302.81),-$122.81,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,18972,4/12/21,Delivered,4/21/21,16,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,18972,4/12/21,Delivered,4/21/21,16,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,18972,4/12/21,Delivered,4/21/21,16,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,18,$126.00,$126.00,-- ,$126.00,-- ,-- ,-- 
Jardin,Jardin,18986,4/14/21,Delivered,4/21/21,16,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,-- ,$900.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,18977,3/31/21,Delivered,4/23/21,16,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,168,"$1,512.00","$1,512.00",-- ,"$1,512.00",-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,18977,3/31/21,Delivered,4/23/21,16,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,168,"$1,512.00","$1,512.00",-- ,"$1,512.00",-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,18977,3/31/21,Delivered,4/23/21,16,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,168,"$1,512.00","$1,512.00",-- ,"$1,512.00",-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,18977,3/31/21,Delivered,4/23/21,16,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,168,$504.00,$504.00,-- ,$504.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,18977,3/31/21,Delivered,4/23/21,16,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,120,$840.00,$840.00,-- ,$840.00,-- ,-- ,-- 
Essence Strip,GTI,18856,4/21/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,10,$90.00,$90.00,-- ,$90.00,-- ,-- ,-- 
Essence Strip,GTI,18856,4/21/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,10,$90.00,$90.00,-- ,$90.00,-- ,-- ,-- 
Essence Strip,GTI,18856,4/21/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,10,$90.00,$90.00,-- ,$90.00,-- ,-- ,-- 
Essence Durango,GTI,18862,4/5/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Essence Durango,GTI,18862,4/5/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
Essence Durango,GTI,18862,4/5/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Essence Durango,GTI,18862,4/5/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,50,$150.00,$150.00,-- ,$150.00,-- ,-- ,-- 
Essence Durango,GTI,19035,4/21/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,-- ,$900.00,-- ,-- ,-- 
Essence Durango,GTI,19035,4/21/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Durango,GTI,19035,4/21/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,70,$630.00,$630.00,-- ,$630.00,-- ,-- ,-- 
Essence Durango,GTI,19035,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,55,$385.00,$385.00,-- ,$385.00,-- ,-- ,-- 
Essence Durango,GTI,19035,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,200,$600.00,$600.00,-- ,$600.00,-- ,-- ,-- 
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,-- ,$900.00,-- ,-- ,-- 
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,45,$405.00,$405.00,-- ,$405.00,-- ,-- ,-- 
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,55,$385.00,$385.00,-- ,$385.00,-- ,-- ,-- 
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,220,$660.00,$660.00,-- ,$660.00,-- ,-- ,-- 
