Door,Account,Invoice #,Order Date,Status,Day,Week,Month,Quarter,Year,Deal?,SKU,Implied,Discount,Order,# Units,Gross Sales,Net Sales,$ Credit,Net Sales,$ Free,$ Discount,$ Promo
The Dispensary Las Vegas,GTI,19501,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
The Dispensary Las Vegas,GTI,19501,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
The Dispensary Las Vegas,GTI,19501,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt Downtown,GTI,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,14,$126.00,$126.00,-- ,$126.00,-- ,-- ,-- 
Mynt Downtown,GTI,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,27,$243.00,$243.00,-- ,$243.00,-- ,-- ,-- 
Mynt Downtown,Jenny's Dispensary,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,30,$210.00,$210.00,-- ,$210.00,-- ,-- ,-- 
Mynt Downtown,Jenny's Dispensary,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,50,$150.00,$150.00,-- ,$150.00,-- ,-- ,-- 
Mynt Downtown,Jenny's Dispensary,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt Downtown,Jenny's Dispensary,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt Downtown,Jenny's Dispensary,19502,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt North,Jenny's Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,31,$279.00,$279.00,-- ,$279.00,-- ,-- ,-- 
Mynt North,Jenny's Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,4,$36.00,$36.00,-- ,$36.00,-- ,-- ,-- 
Mynt North,The Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,30,$210.00,$210.00,-- ,$210.00,-- ,-- ,-- 
Mynt North,The Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,50,$150.00,$150.00,-- ,$150.00,-- ,-- ,-- 
Mynt North,The Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt North,The Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
Mynt North,The Dispensary,19503,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,32,$288.00,$288.00,-- ,$288.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,37,$333.00,$333.00,-- ,$333.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,17,$153.00,$153.00,-- ,$153.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,50,$350.00,$350.00,-- ,$350.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,100,$300.00,$300.00,-- ,$300.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
The Dispensary Reno,The Dispensary,19504,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.70,$6.70,20,$180.00,$134.00,-- ,$134.00,-- ,($46),-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$8.00,$8.00,216,"$1,944.00","$1,728.00",-- ,"$1,728.00",-- ,($216),-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$8.00,$8.00,216,"$1,944.00","$1,728.00",-- ,"$1,728.00",-- ,($216),-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$8.00,$8.00,216,"$1,944.00","$1,728.00",-- ,"$1,728.00",-- ,($216),-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,180,"$1,260.00","$1,260.00",-- ,"$1,260.00",-- ,-- ,-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,1200,"$3,600.00","$3,600.00",-- ,"$3,600.00",-- ,-- ,-- 
NuWu,Nuwu,19505,5/24/21,Delivered,5/28/21,21,5,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,150,-- ,$1.50,-- ,$1.50,-- ,-- ,($449)
Thrive Southern Highlands,Thrive,19525,5/25/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19525,5/25/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19525,5/25/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19525,5/25/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,$1.00,$1.00,25,$175.00,$25.00,-- ,$25.00,-- ,($150),-- 
Thrive Southern Highlands,Thrive,19525,5/25/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$0.75,$0.75,100,$300.00,$75.00,-- ,$75.00,-- ,($225),-- 
Thrive North Las Vegas,Thrive,19526,5/25/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive North Las Vegas,Thrive,19526,5/25/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive North Las Vegas,Thrive,19526,5/25/21,Delivered,5/28/21,21,5,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive North Las Vegas,Thrive,19526,5/25/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$1.00,50,$350.00,$50.00,-- ,$50.00,-- ,($300),-- 
Thrive North Las Vegas,Thrive,19526,5/25/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$0.75,125,$375.00,$93.75,-- ,$93.75,-- ,($281),-- 
Thrive Southern Highlands,Thrive,19836,5/14/21,Delivered,5/28/21,21,5,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19836,5/14/21,Delivered,5/28/21,21,5,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19836,5/14/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,40,$280.00,$280.00,-- ,$280.00,-- ,-- ,-- 
Thrive Southern Highlands,Thrive,19836,5/14/21,Delivered,5/28/21,21,5,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,40,$120.00,$120.00,-- ,$120.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,28,$196.00,$196.00,-- ,$196.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,42,$126.00,$126.00,-- ,$126.00,-- ,-- ,-- 
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,60,-- ,$0.60,-- ,$0.60,-- ,-- ,($179)
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,,$0.01,12,-- ,$0.12,-- ,$0.12,-- ,-- ,($108)
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,12,-- ,$0.12,-- ,$0.12,-- ,-- ,($108)
The Grove Las Vegas,The Grove Las Vegas,19506,5/26/21,Delivered,6/2/21,22,6,2,2021,Promo,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,12,-- ,$0.12,-- ,$0.12,-- ,-- ,($108)
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,24,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,24,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,24,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,6,$42.00,$42.00,-- ,$42.00,-- ,-- ,-- 
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,48,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,,$0.01,16,-- ,$0.16,-- ,$0.16,-- ,-- ,($144)
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,16,-- ,$0.16,-- ,$0.16,-- ,-- ,($144)
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,Promo,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,16,-- ,$0.16,-- ,$0.16,-- ,-- ,($144)
Cultivate,Cultivate,19547,5/27/21,Delivered,6/2/21,22,6,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,,$0.01,24,-- ,$0.24,-- ,$0.24,-- ,-- ,($72)
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,10,$70.00,$70.00,-- ,$70.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,80,$240.00,$240.00,-- ,$240.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,300,$450.00,$3.00,-- ,$3.00,($447),-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,300,$450.00,$3.00,-- ,$3.00,($447),-- ,-- 
Essence Tropicana,GTI,19605,5/24/21,Delivered,6/2/21,22,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,300,$450.00,$3.00,-- ,$3.00,($447),-- ,-- 
Thrive Reno,Thrive,19541,5/25/21,Delivered,6/3/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive Reno,Thrive,19541,5/25/21,Delivered,6/3/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Thrive Reno,Thrive,19541,5/25/21,Delivered,6/3/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Thrive Reno,Thrive,19541,5/25/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$1.00,50,$350.00,$50.00,-- ,$50.00,-- ,($300),-- 
Thrive Reno,Thrive,19541,5/25/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$0.75,100,$300.00,$75.00,-- ,$75.00,-- ,($225),-- 
Thrive DTLV,Thrive,19542,5/25/21,Delivered,6/3/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive DTLV,Thrive,19542,5/25/21,Delivered,6/3/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive DTLV,Thrive,19542,5/25/21,Delivered,6/3/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive DTLV,Thrive,19542,5/25/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$1.00,50,$350.00,$50.00,-- ,$50.00,-- ,($300),-- 
Thrive West Sahara,Thrive,19546,5/25/21,Delivered,6/3/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive West Sahara,Thrive,19546,5/25/21,Delivered,6/3/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Thrive West Sahara,Thrive,19546,5/25/21,Delivered,6/3/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Thrive West Sahara,Thrive,19546,5/25/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$1.00,25,$175.00,$25.00,-- ,$25.00,-- ,($150),-- 
Thrive West Sahara,Thrive,19546,5/25/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$0.75,75,$225.00,$56.25,-- ,$56.25,-- ,($169),-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,72,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,B. Sample,Ginger Lemongrass 12oz Single,$0.01,,$0.01,24,$72.00,$0.24,-- ,$0.24,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,B. Sample,Lemon Lavender 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,B. Sample,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,-- ,-- ,-- 
Exhale,Exhale,19548,5/26/21,Delivered,6/3/21,22,6,2,2021,B. Sample,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,4,$36.00,$0.04,-- ,$0.04,-- ,-- ,-- 
Green Cannabis ,Green Cannabis ,19548,6/2/21,Delivered,6/4/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,4,$36.00,$36.00,-- ,$36.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,44,$396.00,$396.00,-- ,$396.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,72,$648.00,$648.00,-- ,$648.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,56,$504.00,$504.00,-- ,$504.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,72,$504.00,$504.00,-- ,$504.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,24,$72.00,$72.00,-- ,$72.00,-- ,-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,200,$300.00,$2.00,-- ,$2.00,($298),-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,200,$300.00,$2.00,-- ,$2.00,($298),-- ,-- 
Essence Rainbow,GTI,19604,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,200,$300.00,$2.00,-- ,$2.00,($298),-- ,-- 
Essence Tropicana,GTI,19605,6/2/21,Delivered,6/4/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,32,$288.00,$288.00,-- ,$288.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,6/2/21,Delivered,6/4/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,8,$72.00,$72.00,-- ,$72.00,-- ,-- ,-- 
Essence Tropicana,GTI,19605,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,8,$72.00,$72.00,-- ,$72.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,168,$504.00,$504.00,-- ,$504.00,-- ,-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,192,$288.00,$1.92,-- ,$1.92,($286),-- ,-- 
Essence Durango,GTI,19608,6/2/21,Delivered,6/4/21,22,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,96,$144.00,$0.96,-- ,$0.96,($143),-- ,-- 
Essence Henderson,GTI,19609,6/2/21,Delivered,6/4/21,22,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,8,$72.00,$72.00,-- ,$72.00,-- ,-- ,-- 
Essence Henderson,GTI,19609,6/2/21,Delivered,6/4/21,22,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,24,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Essence Henderson,GTI,19609,6/2/21,Delivered,6/4/21,22,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Essence Henderson,GTI,19609,6/2/21,Delivered,6/4/21,22,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,19599,5/28/21,Delivered,6/7/21,23,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,19599,5/28/21,Delivered,6/7/21,23,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,19599,5/28/21,Delivered,6/7/21,23,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Medmen Spring Valley,MedMen,19619,5/26/21,Delivered,6/7/21,23,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,-- ,$900.00,-- ,-- ,-- 
Medmen DTLV,MedMen,19620,5/26/21,Delivered,6/7/21,23,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
Rise Carson City,GTI,19611,6/2/21,Delivered,6/8/21,23,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,44,$396.00,$396.00,-- ,$396.00,-- ,-- ,-- 
Rise Carson City,GTI,19611,6/2/21,Delivered,6/8/21,23,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Rise Carson City,GTI,19611,6/2/21,Delivered,6/8/21,23,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,32,$288.00,$288.00,-- ,$288.00,-- ,-- ,-- 
Rise Carson City,GTI,19611,6/2/21,Delivered,6/8/21,23,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,42,$294.00,$294.00,-- ,$294.00,-- ,-- ,-- 
Rise Carson City,GTI,19611,6/2/21,Delivered,6/8/21,23,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,96,$288.00,$288.00,-- ,$288.00,-- ,-- ,-- 
Thrive DTLV,Thrive,19542,5/25/21,Delivered,6/9/21,23,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$0.75,100,$300.00,$75.00,-- ,$75.00,-- ,($225),-- 
Vegas Treehouse,Vegas Treehouse,19656,6/7/21,Delivered,6/10/21,23,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,48,$72.00,$0.48,-- ,$0.48,($72),-- ,-- 
