Name,Owner,Existing/New,"Order
Date",PO Number,Status,"Delivery
Date",total,parsed_formula,adj_total,hardcoded_unit_price_calc,variable,value,unit_price,dollar_val
   ,0.0,Existing,2/26/21,0.0, Delivered ,3/4/21,3.8,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",0.0,,BOC - budtender promo - 6pk,30.0,0.01,0.3
Mynt North,0.0,Existing,3/1/21,0.0, Delivered ,3/4/21,303.06,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",302.4,6.3,BOC - budtender promo - 6pk,33.0,0.01,0.33
Mynt Downtown,0.0,Existing,3/3/21,0.0, Delivered ,3/10/21,1.48,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",0.0,,BOC - budtender promo - 6pk,44.0,0.01,0.44
Cultivate,0.0, New ,3/10/21,18537.0, Delivered ,3/12/21,0.66,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.0,,BOC - budtender promo - 6pk,22.0,0.01,0.22
Pisos,0.0, New ,3/9/21,18540.0, Delivered ,3/12/21,326.11,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",325.0,9.027777777777779,BOC - budtender promo - 6pk,25.0,0.01,0.25
Thrive Southern Highlands,0.0,Existing,3/9/21,18536.0, Delivered ,3/15/21,541.08,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",540.0,9.0,BOC - budtender promo - 6pk,36.0,0.01,0.36
MedMen DTLV,0.0, Existing ,3/15/21,18544.0, Delivered ,3/22/21,423.6,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",423.0,inf,BOC - budtender promo - 6pk,20.0,0.01,0.2
MedMen Paradise,0.0,Existing,3/15/21,18543.0, Delivered ,3/22/21,1050.6,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1050.0,inf,BOC - budtender promo - 6pk,20.0,0.01,0.2
Apothecarium,Team,New,0.0,0.0,Delivered,7/20/20,2019.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,GR - budtender promo - 6pk,52.0,0.01,0.52
Essence Durango,Team,New,0.0,0.0,Delivered,7/21/20,1298.04,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,GR - budtender promo - 6pk,32.0,0.01,0.32
Essence Henderson,Team,New,0.0,0.0,Delivered,7/21/20,2019.48,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,GR - budtender promo - 6pk,60.0,0.01,0.6
Essence Rainbow,Team,New,0.0,0.0,Delivered,7/21/20,1298.28,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,GR - budtender promo - 6pk,40.0,0.01,0.4
Essence Strip,Team,New,0.0,0.0,Delivered,7/21/20,1298.28,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,GR - budtender promo - 6pk,40.0,0.01,0.4
Essence Tropicana,Team,New,0.0,0.0,Delivered,7/21/20,1443.0,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,GR - budtender promo - 6pk,60.0,0.01,0.6
MedMen Paradise,Team,New,0.0,0.0,Delivered,7/22/20,4036.44,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,GR - budtender promo - 6pk,36.0,0.01,0.36
MedMen Spring Valley,Team,New,0.0,0.0,Delivered,7/22/20,4035.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,GR - budtender promo - 6pk,20.0,0.01,0.2
MedMen DTLV,Team,New,0.0,0.0,Delivered,7/24/20,4035.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,GR - budtender promo - 6pk,16.0,0.01,0.16
Rise Carson City,Team,New,0.0,0.0,Delivered,8/5/20,1442.16,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,GR - budtender promo - 6pk,32.0,0.01,0.32
Rise Spanish Springs,Team,New,0.0,0.0,Delivered,8/5/20,1297.56,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,GR - budtender promo - 6pk,16.0,0.01,0.16
Thrive,Team,New,0.0,0.0,Delivered,8/5/20,0.03,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,1.0,0.01,0.01
Apothecarium,Team,Existing,0.0,0.0,Delivered,8/14/20,1201.5,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1200.0,12.0,GR - budtender promo - 6pk,18.0,0.01,0.18
Las Vegas ReLeaf,Tyler,New,0.0,0.0,Delivered,9/2/20,0.06,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,2.0,0.01,0.02
Reef Dispensaries,Kimberly,New,0.0,0.0,Delivered,9/8/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
ShowGrow,Tyler,New,0.0,0.0,Delivered,9/11/20,0.09,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,3.0,0.01,0.03
The Apothecary Shoppe,Christy,New,0.0,0.0,Delivered,9/14/20,1009.8,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1008.0,12.0,GR - budtender promo - 6pk,32.0,0.01,0.32
Shango,Tyler,New,0.0,0.0,Delivered,9/16/20,361.35,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,GR - budtender promo - 6pk,35.0,0.01,0.35000000000000003
Exhale,Kimberly,New,0.0,0.0,Delivered,9/18/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Essence Durango,Christy,Existing,0.0,0.0,Delivered,9/21/20,1382.64,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1382.4,9.600000000000001,GR - budtender promo - 6pk,8.0,0.01,0.08
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,9/21/20,921.84,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",921.6,9.6,GR - budtender promo - 6pk,8.0,0.01,0.08
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,9/21/20,1267.44,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1267.2,9.6,GR - budtender promo - 6pk,8.0,0.01,0.08
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,9/21/20,461.04,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",460.8,9.6,GR - budtender promo - 6pk,8.0,0.01,0.08
Green Cross,Kimberly,New,0.0,0.0,Delivered,9/21/20,216.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",216.0,12.0,GR - budtender promo - 6pk,2.0,0.01,0.02
Blum Reno,Kimberly,New,0.0,0.0,Delivered,9/22/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Sierra Wellness,Kimberly,New,0.0,0.0,Delivered,9/23/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Silver State Relief Sparks,Kimberly,New,0.0,0.0,Delivered,9/24/20,3603.36,"{'N': '12', 'R': '0.01', 'V': '0.01'}",3600.0,12.0,GR - budtender promo - 6pk,12.0,0.01,0.12
Jenny's Dispensary Henderson,Christy,New,0.0,0.0,Delivered,9/24/20,0.09,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,3.0,0.01,0.03
Jenny's Dispensary North Las Vegas,Christy,New,0.0,0.0,Delivered,9/24/20,0.09,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,3.0,0.01,0.03
Silver State Relief Fernley,Kimberly,New,0.0,0.0,Delivered,9/24/20,1801.86,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1800.0,12.0,GR - budtender promo - 6pk,12.0,0.01,0.12
Blum Desert Inn,Kimberly,New,0.0,0.0,Delivered,9/25/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
The Apothecary Shoppe,Christy,Existing,0.0,0.0,Delivered,9/25/20,1008.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1008.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
Inyo,Kimberly,New,0.0,0.0,Delivered,9/28/20,3459.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",3456.0,12.0,GR - budtender promo - 6pk,32.0,0.01,0.32
Sahara Wellness,Christy,New,0.0,0.0,Delivered,9/28/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Vegas Treehouse,Tyler,New,0.0,0.0,Delivered,9/28/20,361.2,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,GR - budtender promo - 6pk,30.0,0.01,0.3
Kanna,Kimberly,New,0.0,0.0,Delivered,9/29/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
NuLeaf Las Vegas,Kimberly,New,0.0,0.0,Delivered,9/29/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Thrive North Las Vegas,Kimberly,New,0.0,0.0,Delivered,9/29/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,GR - budtender promo - 6pk,12.0,0.01,0.12
Thrive Southern Highlands,Kimberly,New,0.0,0.0,Delivered,9/29/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,GR - budtender promo - 6pk,12.0,0.01,0.12
NuLeaf Incline Village,Kimberly,New,0.0,0.0,Delivered,9/30/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
NuWu,Tyler,New,0.0,0.0,Delivered,9/30/20,2018.76,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,GR - budtender promo - 6pk,36.0,0.01,0.36
ShowGrow,Tyler,New,0.0,0.0,Delivered,9/30/20,1803.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1800.0,12.0,GR - budtender promo - 6pk,56.0,0.01,0.56
Thrive Reno,Kimberly,New,0.0,0.0,Delivered,9/30/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,GR - budtender promo - 6pk,12.0,0.01,0.12
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,10/1/20,921.72,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",921.6,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,10/1/20,1795.32,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1795.2,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Essence Strip,Tyler,Existing,0.0,0.0,Delivered,10/1/20,806.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",806.4,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,10/1/20,614.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",614.4,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Wallflower,Tyler,New,0.0,0.0,Delivered,10/1/20,601.34,"{'N': '12', 'R': '0.01', 'V': '0.01'}",600.0,12.0,GR - budtender promo - 6pk,28.0,0.01,0.28
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,10/2/20,720.72,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
Rise Carson City,Kimberly,Existing,0.0,0.0,Delivered,10/2/20,825.72,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",825.6,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Rise Spanish Springs,Kimberly,Existing,0.0,0.0,Delivered,10/2/20,518.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",518.4,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
Silver Sage Wellness,Kimberly,New,0.0,0.0,Delivered,10/5/20,865.68,"{'N': '12', 'R': '0.01', 'V': '0.01'}",864.0,12.0,GR - budtender promo - 6pk,32.0,0.01,0.32
The Grove Las Vegas,Christy,New,0.0,0.0,Delivered,10/5/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Green Cross,Kimberly,Existing,0.0,0.0,Delivered,10/9/20,216.66,"{'N': '12', 'R': '0.01', 'V': '0.01'}",216.0,12.0,GR - budtender promo - 6pk,16.0,0.01,0.16
Exhale,Kimberly,New,0.0,0.0,Delivered,10/12/20,756.75,"{'N': '12', 'R': '0.01', 'V': '0.01'}",756.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
The Sanctuary North Las Vegas,Tyler,New,0.0,0.0,Delivered,10/12/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Nevada Wellness Center,Christy,New,0.0,0.0,Delivered,10/13/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
The Source Henderson,Christy,New,0.0,0.0,Delivered,10/14/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
The Source Rainbow,Christy,New,0.0,0.0,Delivered,10/14/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,10/15/20,1320.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1320.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
The Source Reno,Christy,New,0.0,0.0,Delivered,10/15/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Green Cannabis,Tyler,New,0.0,0.0,Delivered,10/16/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
SoL Cannabis,Kimberly,New,0.0,0.0,Delivered,10/16/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Pesha Numma,Kimberly,New,0.0,0.0,Delivered,10/21/20,0.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,6.0,0.01,0.06
Vegas Treehouse,Tyler,Existing,0.0,0.0,Delivered,10/21/20,900.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",900.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
Exhale,Kimberly,Existing,0.0,0.0,Delivered,10/22/20,0.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,8.0,0.01,0.08
Jenny's Dispensary North Las Vegas,Christy,New,0.0,0.0,Delivered,10/22/20,1441.44,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,GR - budtender promo - 6pk,8.0,0.01,0.08
The Apothecary Shoppe,Christy,Existing,0.0,0.0,Delivered,10/26/20,2016.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,GR - budtender promo - 6pk,4.0,0.01,0.04
Mynt Downtown,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,GR - budtender promo - 6pk,35.0,0.01,0.35000000000000003
Mynt North,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,GR - budtender promo - 6pk,35.0,0.01,0.35000000000000003
NuWu,Tyler,Existing,0.0,0.0,Delivered,10/28/20,2641.5,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",2640.0,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
The Dispensary Reno,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,GR - budtender promo - 6pk,35.0,0.01,0.35000000000000003
MedMen DTLV,Christy,Existing,0.0,0.0,Delivered,10/29/20,720.12,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",720.0,9.6,GR - budtender promo - 6pk,4.0,0.01,0.04
The Dispensary Henderson,Tyler,New,0.0,0.0,Delivered,10/30/20,2026.5,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,GR - budtender promo - 6pk,50.0,0.01,0.5
The Dispensary Las Vegas,Tyler,New,0.0,0.0,Delivered,10/30/20,2026.5,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,GR - budtender promo - 6pk,50.0,0.01,0.5
Curaleaf,Kimberly,New,0.0,0.0,Delivered,11/3/20,0.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,4.0,0.01,0.04
Oasis,Tyler,New,0.0,0.0,Delivered,11/9/20,577.68,"{'N': '12', 'R': '0.01', 'V': '0.01'}",576.0,12.0,GR - budtender promo - 6pk,40.0,0.01,0.4
Essence Durango,Christy,Existing,0.0,0.0,Delivered,11/18/20,0.87,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,29.0,0.01,0.29
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,11/18/20,1.83,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,61.0,0.01,0.61
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,11/18/20,0.99,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,33.0,0.01,0.33
Essence Strip,Tyler,Existing,0.0,0.0,Delivered,11/18/20,0.9,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,30.0,0.01,0.3
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,11/18/20,1.41,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,47.0,0.01,0.47000000000000003
Wallflower,Tyler,Existing,0.0,0.0,Delivered,11/20/20,1501.47,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1500.0,12.0,GR - budtender promo - 6pk,28.0,0.01,0.28
Rise Carson City,Tyler,Existing,0.0,0.0,Delivered,11/23/20,0.45,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,15.0,0.01,0.15
Rise Spanish Springs,Tyler,Existing,0.0,0.0,Delivered,11/23/20,0.84,"{'N': '9', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,28.0,0.01,0.28
The Apothecary Shoppe,Christy,Existing,0.0,0.0,Delivered,11/24/20,0.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,28.0,0.01,0.28
Green Cannabis,Tyler,New,0.0,0.0,Delivered,11/30/20,433.2,"{'N': '12', 'R': '0.01', 'V': '0.01'}",432.0,12.0,GR - budtender promo - 6pk,28.0,0.01,0.28
The Sanctuary Downtown Las Vegas,Tyler,New,0.0,0.0,Delivered,11/30/20,1027.5,"{'N': '11.4', 'R': '0.01', 'V': '0.01'}",1026.0,11.4,GR - budtender promo - 6pk,20.0,0.01,0.2
The Sanctuary North Las Vegas,Tyler,New,0.0,0.0,Delivered,11/30/20,1027.5,"{'N': '11.4', 'R': '0.01', 'V': '0.01'}",1026.0,11.4,GR - budtender promo - 6pk,20.0,0.01,0.2
Thrive Southern Highlands,Christy,Existing,0.0,0.0,Delivered,11/30/20,1557.72,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1555.2,9.6,GR - budtender promo - 6pk,30.0,0.01,0.3
Thrive Reno,Christy,Existing,0.0,0.0,Delivered,12/1/20,1153.8,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1152.0,9.6,GR - budtender promo - 6pk,20.0,0.01,0.2
Exhale,Tyler,Existing,0.0,0.0,Delivered,12/22/20,0.6,Hardcoded,0.0,,GR - budtender promo - 6pk,20.0,0.01,0.2
Exhale,Tyler,Existing,0.0,0.0,Delivered,12/22/20,432.54,Hardcoded,432.0,12.0,GR - budtender promo - 6pk,6.0,0.01,0.06
Vegas Treehouse,Tyler,Existing,0.0,0.0,Delivered,12/22/20,901.25,Hardcoded,900.0,12.0,GR - budtender promo - 6pk,20.0,0.01,0.2
NuWu (Elko),Tyler,Existing,0.0,0.0,Delivered,1/5/21,720.6,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,GR - budtender promo - 6pk,10.0,0.01,0.1
Apothecary Shoppe,0.0,Existing,0.0,0.0,Delivered,2/16/21,1296.04,"{'N': '9', 'R': '0.01', 'V': '0.01'}",1296.0,9.0,GR - budtender promo - 6pk,1.0,0.01,0.01
Apothecarium,0.0,Existing,0.0,0.0,Delivered,2/17/21,1261.5,"{'N': '9', 'R': '0.01', 'V': '0.01'}",1260.0,9.0,GR - budtender promo - 6pk,50.0,0.01,0.5
Las Vegas ReLeaf,0.0,New,2/17/21,0.0, Delivered ,2/22/21,2161.2,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2160.0,9.0,GR - budtender promo - 6pk,40.0,0.01,0.4
Thrive West Sahara,0.0,Existing,2/18/21,0.0,Delivered,2/22/21,1.08,"{'N': '8', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,36.0,0.01,0.36
Jardin,0.0,Existing,2/28/21,0.0, Delivered ,3/2/21,3.8,"{'N': '9', 'W': '7', 'Y': '3', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",3.0,inf,GR - budtender promo - 6pk,20.0,0.01,0.2
Jenny's Dispensary North Las Vegas,0.0,Existing,2/26/21,0.0, Delivered ,3/2/21,3.9,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,30.0,0.01,0.3
   ,0.0,Existing,2/26/21,0.0, Delivered ,3/4/21,3.8,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,20.0,0.01,0.2
Mynt North,0.0,Existing,3/1/21,0.0, Delivered ,3/4/21,303.06,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",302.4,6.3,GR - budtender promo - 6pk,33.0,0.01,0.33
Mynt Downtown,0.0,Existing,3/3/21,0.0, Delivered ,3/10/21,1.48,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",0.0,,GR - budtender promo - 6pk,44.0,0.01,0.44
Cultivate,0.0, New ,3/10/21,18537.0, Delivered ,3/12/21,0.66,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.0,,GR - budtender promo - 6pk,22.0,0.01,0.22
Pisos,0.0, New ,3/9/21,18540.0, Delivered ,3/12/21,326.11,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",325.0,9.027777777777779,GR - budtender promo - 6pk,25.0,0.01,0.25
Thrive Southern Highlands,0.0,Existing,3/9/21,18536.0, Delivered ,3/15/21,541.08,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",540.0,9.0,GR - budtender promo - 6pk,36.0,0.01,0.36
MedMen DTLV,0.0, Existing ,3/15/21,18544.0, Delivered ,3/22/21,423.6,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",423.0,inf,GR - budtender promo - 6pk,20.0,0.01,0.2
MedMen Paradise,0.0,Existing,3/15/21,18543.0, Delivered ,3/22/21,1050.6,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1050.0,inf,GR - budtender promo - 6pk,20.0,0.01,0.2
Pisos,0.0, Existing ,3/22/21,18731.0, Delivered ,3/26/21,744.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",744.0,15.5,GLG - wholesale seasonal - highboys - 6pk,48.0,3.0,144.0
Thrive North Las Vegas,0.0, Existing ,3/10/21,18690.0, Delivered ,3/26/21,300.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",300.0,inf,GLG - wholesale seasonal - highboys - 6pk,100.0,3.0,300.0
Essence Durango,0.0,Existing,3/11/21,18620.0, Delivered ,3/29/21,480.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",480.0,inf,GLG - wholesale seasonal - highboys - 6pk,160.0,3.0,480.0
Essence Durango,0.0,Existing,3/11/21,18620.0, Delivered ,3/29/21,0.3,"{'N': '9', 'X': '0.01', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.3,inf,GLG - wholesale seasonal - highboys - 6pk,30.0,0.01,0.3
Essence Henderson,0.0,Existing,3/11/21,18622.0, Delivered ,3/29/21,600.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",600.0,inf,GLG - wholesale seasonal - highboys - 6pk,200.0,3.0,600.0
Essence Henderson,0.0,Existing,3/11/21,18622.0, Delivered ,3/29/21,0.65,"{'N': '9', 'X': '0.01', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.65,inf,GLG - wholesale seasonal - highboys - 6pk,65.0,0.01,0.65
Essence Rainbow,0.0,Existing,3/11/21,18621.0, Delivered ,3/29/21,390.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",390.0,inf,GLG - wholesale seasonal - highboys - 6pk,130.0,3.0,390.0
Essence Rainbow,0.0,Existing,3/11/21,18621.0, Delivered ,3/29/21,0.35,"{'N': '9', 'X': '0.01', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.35,inf,GLG - wholesale seasonal - highboys - 6pk,35.0,0.01,0.35000000000000003
Essence Tropicana,0.0,Existing,3/11/21,18624.0, Delivered ,3/29/21,390.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",390.0,inf,GLG - wholesale seasonal - highboys - 6pk,130.0,3.0,390.0
Essence Tropicana,0.0,Existing,3/11/21,18624.0, Delivered ,3/29/21,0.5,"{'N': '9', 'X': '0.01', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",0.5,inf,GLG - wholesale seasonal - highboys - 6pk,50.0,0.01,0.5
Jardin,0.0,Existing,3/9/21,18615.0, Delivered ,3/29/21,390.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",390.0,inf,GLG - wholesale seasonal - highboys - 6pk,130.0,3.0,390.0
